"ENSENADA,"	B.C.	(31	51	"N,"	116	38	W)
Fecha	Inicial:	20/04/2018					
Fecha	Final:	20/11/2018					
Zona	de	Tiempo:	0				
Intervalo	de	Muestreo:	60	minuto(s)			
Nivel	de	Referencia:	Bajamar	Media	Inferior	(NBMI)	
Alturas	en	metros					
2018	5	19	19	0	0	0.755	
2018	5	19	20	0	0	0.915	
2018	5	19	21	0	0	0.97	
2018	5	19	22	0	0	0.932	
2018	5	19	23	0	0	0.835	
2018	5	20	0	0	0	0.726	
2018	5	20	1	0	0	0.657	
2018	5	20	2	0	0	0.665	
2018	5	20	3	0	0	0.763	
2018	5	20	4	0	0	0.94	
2018	5	20	5	0	0	1.158	
2018	5	20	6	0	0	1.364	
2018	5	20	7	0	0	1.5	
2018	5	20	8	0	0	1.524	
2018	5	20	9	0	0	1.413	
2018	5	20	10	0	0	1.177	
2018	5	20	11	0	0	0.852	
2018	5	20	12	0	0	0.493	
2018	5	20	13	0	0	0.166	
2018	5	20	14	0	0	-0.072	
2018	5	20	15	0	0	-0.183	
2018	5	20	16	0	0	-0.155	
2018	5	20	17	0	0	-0.003	
2018	5	20	18	0	0	0.232	
2018	5	20	19	0	0	0.5	
2018	5	20	20	0	0	0.744	
2018	5	20	21	0	0	0.922	
2018	5	20	22	0	0	1.01	
2018	5	20	23	0	0	1.006	
2018	5	21	0	0	0	0.934	
2018	5	21	1	0	0	0.832	
2018	5	21	2	0	0	0.745	
2018	5	21	3	0	0	0.71	
2018	5	21	4	0	0	0.749	
2018	5	21	5	0	0	0.861	
2018	5	21	6	0	0	1.023	
2018	5	21	7	0	0	1.193	
2018	5	21	8	0	0	1.322	
2018	5	21	9	0	0	1.367	
2018	5	21	10	0	0	1.303	
2018	5	21	11	0	0	1.128	
2018	5	21	12	0	0	0.863	
2018	5	21	13	0	0	0.555	
2018	5	21	14	0	0	0.257	
2018	5	21	15	0	0	0.026	
2018	5	21	16	0	0	-0.098	
2018	5	21	17	0	0	-0.094	
2018	5	21	18	0	0	0.033	
2018	5	21	19	0	0	0.253	
2018	5	21	20	0	0	0.521	
2018	5	21	21	0	0	0.781	
2018	5	21	22	0	0	0.986	
2018	5	21	23	0	0	1.102	
2018	5	22	0	0	0	1.118	
2018	5	22	1	0	0	1.047	
2018	5	22	2	0	0	0.922	
2018	5	22	3	0	0	0.789	
2018	5	22	4	0	0	0.693	
2018	5	22	5	0	0	0.667	
2018	5	22	6	0	0	0.721	
2018	5	22	7	0	0	0.844	
2018	5	22	8	0	0	1.002	
2018	5	22	9	0	0	1.148	
2018	5	22	10	0	0	1.235	
2018	5	22	11	0	0	1.227	
2018	5	22	12	0	0	1.11	
2018	5	22	13	0	0	0.896	
2018	5	22	14	0	0	0.621	
2018	5	22	15	0	0	0.339	
2018	5	22	16	0	0	0.106	
2018	5	22	17	0	0	-0.029	
2018	5	22	18	0	0	-0.038	
2018	5	22	19	0	0	0.083	
2018	5	22	20	0	0	0.309	
2018	5	22	21	0	0	0.593	
2018	5	22	22	0	0	0.877	
2018	5	22	23	0	0	1.104	
2018	5	23	0	0	0	1.232	
2018	5	23	1	0	0	1.24	
2018	5	23	2	0	0	1.14	
2018	5	23	3	0	0	0.967	
2018	5	23	4	0	0	0.772	
2018	5	23	5	0	0	0.61	
2018	5	23	6	0	0	0.527	
2018	5	23	7	0	0	0.545	
2018	5	23	8	0	0	0.656	
2018	5	23	9	0	0	0.827	
2018	5	23	10	0	0	1.008	
2018	5	23	11	0	0	1.142	
2018	5	23	12	0	0	1.184	
2018	5	23	13	0	0	1.111	
2018	5	23	14	0	0	0.929	
2018	5	23	15	0	0	0.672	
2018	5	23	16	0	0	0.396	
2018	5	23	17	0	0	0.163	
2018	5	23	18	0	0	0.028	
2018	5	23	19	0	0	0.027	
2018	5	23	20	0	0	0.165	
2018	5	23	21	0	0	0.415	
2018	5	23	22	0	0	0.725	
2018	5	23	23	0	0	1.029	
2018	5	24	0	0	0	1.26	
2018	5	24	1	0	0	1.372	
2018	5	24	2	0	0	1.343	
2018	5	24	3	0	0	1.187	
2018	5	24	4	0	0	0.946	
2018	5	24	5	0	0	0.685	
2018	5	24	6	0	0	0.47	
2018	5	24	7	0	0	0.354	
2018	5	24	8	0	0	0.362	
2018	5	24	9	0	0	0.488	
2018	5	24	10	0	0	0.693	
2018	5	24	11	0	0	0.916	
2018	5	24	12	0	0	1.092	
2018	5	24	13	0	0	1.169	
2018	5	24	14	0	0	1.118	
2018	5	24	15	0	0	0.948	
2018	5	24	16	0	0	0.695	
2018	5	24	17	0	0	0.423	
2018	5	24	18	0	0	0.2	
2018	5	24	19	0	0	0.086	
2018	5	24	20	0	0	0.116	
2018	5	24	21	0	0	0.291	
2018	5	24	22	0	0	0.576	
2018	5	24	23	0	0	0.909	
2018	5	25	0	0	0	1.216	
2018	5	25	1	0	0	1.426	
2018	5	25	2	0	0	1.491	
2018	5	25	3	0	0	1.396	
2018	5	25	4	0	0	1.165	
2018	5	25	5	0	0	0.854	
2018	5	25	6	0	0	0.539	
2018	5	25	7	0	0	0.293	
2018	5	25	8	0	0	0.174	
2018	5	25	9	0	0	0.204	
2018	5	25	10	0	0	0.368	
2018	5	25	11	0	0	0.616	
2018	5	25	12	0	0	0.877	
2018	5	25	13	0	0	1.08	
2018	5	25	14	0	0	1.168	
2018	5	25	15	0	0	1.117	
2018	5	25	16	0	0	0.941	
2018	5	25	17	0	0	0.688	
2018	5	25	18	0	0	0.427	
2018	5	25	19	0	0	0.231	
2018	5	25	20	0	0	0.159	
2018	5	25	21	0	0	0.239	
2018	5	25	22	0	0	0.462	
2018	5	25	23	0	0	0.781	
2018	5	26	0	0	0	1.123	
2018	5	26	1	0	0	1.409	
2018	5	26	2	0	0	1.567	
2018	5	26	3	0	0	1.558	
2018	5	26	4	0	0	1.379	
2018	5	26	5	0	0	1.07	
2018	5	26	6	0	0	0.7	
2018	5	26	7	0	0	0.354	
2018	5	26	8	0	0	0.11	
2018	5	26	9	0	0	0.02	
2018	5	26	10	0	0	0.096	
2018	5	26	11	0	0	0.31	
2018	5	26	12	0	0	0.599	
2018	5	26	13	0	0	0.884	
2018	5	26	14	0	0	1.09	
2018	5	26	15	0	0	1.166	
2018	5	26	16	0	0	1.097	
2018	5	26	17	0	0	0.908	
2018	5	26	18	0	0	0.657	
2018	5	26	19	0	0	0.419	
2018	5	26	20	0	0	0.269	
2018	5	26	21	0	0	0.256	
2018	5	26	22	0	0	0.397	
2018	5	26	23	0	0	0.668	
2018	5	27	0	0	0	1.008	
2018	5	27	1	0	0	1.337	
2018	5	27	2	0	0	1.574	
2018	5	27	3	0	0	1.656	
2018	5	27	4	0	0	1.555	
2018	5	27	5	0	0	1.289	
2018	5	27	6	0	0	0.912	
2018	5	27	7	0	0	0.507	
2018	5	27	8	0	0	0.162	
2018	5	27	9	0	0	-0.048	
2018	5	27	10	0	0	-0.084	
2018	5	27	11	0	0	0.052	
2018	5	27	12	0	0	0.315	
2018	5	27	13	0	0	0.633	
2018	5	27	14	0	0	0.92	
2018	5	27	15	0	0	1.107	
2018	5	27	16	0	0	1.152	
2018	5	27	17	0	0	1.054	
2018	5	27	18	0	0	0.852	
2018	5	27	19	0	0	0.614	
2018	5	27	20	0	0	0.416	
2018	5	27	21	0	0	0.326	
2018	5	27	22	0	0	0.383	
2018	5	27	23	0	0	0.584	
2018	5	28	0	0	0	0.89	
2018	5	28	1	0	0	1.23	
2018	5	28	2	0	0	1.519	
2018	5	28	3	0	0	1.683	
2018	5	28	4	0	0	1.672	
2018	5	28	5	0	0	1.478	
2018	5	28	6	0	0	1.135	
2018	5	28	7	0	0	0.715	
2018	5	28	8	0	0	0.306	
2018	5	28	9	0	0	-0.005	
2018	5	28	10	0	0	-0.156	
2018	5	28	11	0	0	-0.123	
2018	5	28	12	0	0	0.073	
2018	5	28	13	0	0	0.374	
2018	5	28	14	0	0	0.698	
2018	5	28	15	0	0	0.965	
2018	5	28	16	0	0	1.113	
2018	5	28	17	0	0	1.116	
2018	5	28	18	0	0	0.989	
2018	5	28	19	0	0	0.784	
2018	5	28	20	0	0	0.574	
2018	5	28	21	0	0	0.431	
2018	5	28	22	0	0	0.411	
2018	5	28	23	0	0	0.535	
2018	5	29	0	0	0	0.785	
2018	5	29	1	0	0	1.104	
2018	5	29	2	0	0	1.417	
2018	5	29	3	0	0	1.643	
2018	5	29	4	0	0	1.718	
2018	5	29	5	0	0	1.611	
2018	5	29	6	0	0	1.336	
2018	5	29	7	0	0	0.942	
2018	5	29	8	0	0	0.511	
2018	5	29	9	0	0	0.131	
2018	5	29	10	0	0	-0.121	
2018	5	29	11	0	0	-0.198	
2018	5	29	12	0	0	-0.096	
2018	5	29	13	0	0	0.147	
2018	5	29	14	0	0	0.464	
2018	5	29	15	0	0	0.772	
2018	5	29	16	0	0	0.998	
2018	5	29	17	0	0	1.096	
2018	5	29	18	0	0	1.057	
2018	5	29	19	0	0	0.912	
2018	5	29	20	0	0	0.72	
2018	5	29	21	0	0	0.553	
2018	5	29	22	0	0	0.475	
2018	5	29	23	0	0	0.524	
2018	5	30	0	0	0	0.705	
2018	5	30	1	0	0	0.98	
2018	5	30	2	0	0	1.287	
2018	5	30	3	0	0	1.549	
2018	5	30	4	0	0	1.694	
2018	5	30	5	0	0	1.676	
2018	5	30	6	0	0	1.485	
2018	5	30	7	0	0	1.151	
2018	5	30	8	0	0	0.738	
2018	5	30	9	0	0	0.328	
2018	5	30	10	0	0	0.004	
2018	5	30	11	0	0	-0.173	
2018	5	30	12	0	0	-0.176	
2018	5	30	13	0	0	-0.017	
2018	5	30	14	0	0	0.253	
2018	5	30	15	0	0	0.561	
2018	5	30	16	0	0	0.833	
2018	5	30	17	0	0	1.007	
2018	5	30	18	0	0	1.054	
2018	5	30	19	0	0	0.983	
2018	5	30	20	0	0	0.836	
2018	5	30	21	0	0	0.673	
2018	5	30	22	0	0	0.561	
2018	5	30	23	0	0	0.549	
2018	5	31	0	0	0	0.658	
2018	5	31	1	0	0	0.874	
2018	5	31	2	0	0	1.149	
2018	5	31	3	0	0	1.419	
2018	5	31	4	0	0	1.611	
2018	5	31	5	0	0	1.67	
2018	5	31	6	0	0	1.569	
2018	5	31	7	0	0	1.315	
2018	5	31	8	0	0	0.953	
2018	5	31	9	0	0	0.552	
2018	5	31	10	0	0	0.19	
2018	5	31	11	0	0	-0.063	
2018	5	31	12	0	0	-0.164	
2018	5	31	13	0	0	-0.102	
2018	5	31	14	0	0	0.093	
2018	5	31	15	0	0	0.365	
2018	5	31	16	0	0	0.645	
2018	5	31	17	0	0	0.868	
2018	5	31	18	0	0	0.989	
2018	5	31	19	0	0	0.996	
2018	5	31	20	0	0	0.91	
2018	5	31	21	0	0	0.778	
2018	5	31	22	0	0	0.658	
2018	5	31	23	0	0	0.603	
2018	6	1	0	0	0	0.648	
2018	6	1	1	0	0	0.799	
2018	6	1	2	0	0	1.024	
2018	6	1	3	0	0	1.274	
2018	6	1	4	0	0	1.486	
2018	6	1	5	0	0	1.602	
2018	6	1	6	0	0	1.582	
2018	6	1	7	0	0	1.417	
2018	6	1	8	0	0	1.129	
2018	6	1	9	0	0	0.77	
2018	6	1	10	0	0	0.407	
2018	6	1	11	0	0	0.109	
2018	6	1	12	0	0	-0.071	
2018	6	1	13	0	0	-0.105	
2018	6	1	14	0	0	0	
2018	6	1	15	0	0	0.208	
2018	6	1	16	0	0	0.463	
2018	6	1	17	0	0	0.703	
2018	6	1	18	0	0	0.876	
2018	6	1	19	0	0	0.954	
2018	6	1	20	0	0	0.937	
2018	6	1	21	0	0	0.855	
2018	6	1	22	0	0	0.751	
2018	6	1	23	0	0	0.677	
2018	6	2	0	0	0	0.673	
2018	6	2	1	0	0	0.757	
2018	6	2	2	0	0	0.921	
2018	6	2	3	0	0	1.13	
2018	6	2	4	0	0	1.336	
2018	6	2	5	0	0	1.484	
2018	6	2	6	0	0	1.529	
2018	6	2	7	0	0	1.449	
2018	6	2	8	0	0	1.247	
2018	6	2	9	0	0	0.955	
2018	6	2	10	0	0	0.624	
2018	6	2	11	0	0	0.315	
2018	6	2	12	0	0	0.083	
2018	6	2	13	0	0	-0.032	
2018	6	2	14	0	0	-0.019	
2018	6	2	15	0	0	0.109	
2018	6	2	16	0	0	0.311	
2018	6	2	17	0	0	0.538	
2018	6	2	18	0	0	0.738	
2018	6	2	19	0	0	0.872	
2018	6	2	20	0	0	0.923	
2018	6	2	21	0	0	0.901	
2018	6	2	22	0	0	0.834	
2018	6	2	23	0	0	0.762	
2018	6	3	0	0	0	0.726	
2018	6	3	1	0	0	0.753	
2018	6	3	2	0	0	0.85	
2018	6	3	3	0	0	1.003	
2018	6	3	4	0	0	1.178	
2018	6	3	5	0	0	1.33	
2018	6	3	6	0	0	1.418	
2018	6	3	7	0	0	1.411	
2018	6	3	8	0	0	1.297	
2018	6	3	9	0	0	1.087	
2018	6	3	10	0	0	0.816	
2018	6	3	11	0	0	0.528	
2018	6	3	12	0	0	0.276	
2018	6	3	13	0	0	0.102	
2018	6	3	14	0	0	0.033	
2018	6	3	15	0	0	0.073	
2018	6	3	16	0	0	0.205	
2018	6	3	17	0	0	0.393	
2018	6	3	18	0	0	0.592	
2018	6	3	19	0	0	0.762	
2018	6	3	20	0	0	0.874	
2018	6	3	21	0	0	0.916	
2018	6	3	22	0	0	0.901	
2018	6	3	23	0	0	0.852	
2018	6	4	0	0	0	0.804	
2018	6	4	1	0	0	0.787	
2018	6	4	2	0	0	0.82	
2018	6	4	3	0	0	0.905	
2018	6	4	4	0	0	1.027	
2018	6	4	5	0	0	1.158	
2018	6	4	6	0	0	1.262	
2018	6	4	7	0	0	1.308	
2018	6	4	8	0	0	1.273	
2018	6	4	9	0	0	1.153	
2018	6	4	10	0	0	0.961	
2018	6	4	11	0	0	0.724	
2018	6	4	12	0	0	0.483	
2018	6	4	13	0	0	0.278	
2018	6	4	14	0	0	0.145	
2018	6	4	15	0	0	0.103	
2018	6	4	16	0	0	0.154	
2018	6	4	17	0	0	0.281	
2018	6	4	18	0	0	0.456	
2018	6	4	19	0	0	0.639	
2018	6	4	20	0	0	0.796	
2018	6	4	21	0	0	0.902	
2018	6	4	22	0	0	0.948	
2018	6	4	23	0	0	0.942	
2018	6	5	0	0	0	0.904	
2018	6	5	1	0	0	0.86	
2018	6	5	2	0	0	0.836	
2018	6	5	3	0	0	0.849	
2018	6	5	4	0	0	0.902	
2018	6	5	5	0	0	0.985	
2018	6	5	6	0	0	1.076	
2018	6	5	7	0	0	1.149	
2018	6	5	8	0	0	1.178	
2018	6	5	9	0	0	1.144	
2018	6	5	10	0	0	1.041	
2018	6	5	11	0	0	0.88	
2018	6	5	12	0	0	0.681	
2018	6	5	13	0	0	0.478	
2018	6	5	14	0	0	0.305	
2018	6	5	15	0	0	0.193	
2018	6	5	16	0	0	0.162	
2018	6	5	17	0	0	0.215	
2018	6	5	18	0	0	0.341	
2018	6	5	19	0	0	0.513	
2018	6	5	20	0	0	0.696	
2018	6	5	21	0	0	0.857	
2018	6	5	22	0	0	0.97	
2018	6	5	23	0	0	1.022	
2018	6	6	0	0	0	1.016	
2018	6	6	1	0	0	0.968	
2018	6	6	2	0	0	0.902	
2018	6	6	3	0	0	0.846	
2018	6	6	4	0	0	0.82	
2018	6	6	5	0	0	0.832	
2018	6	6	6	0	0	0.881	
2018	6	6	7	0	0	0.95	
2018	6	6	8	0	0	1.016	
2018	6	6	9	0	0	1.055	
2018	6	6	10	0	0	1.045	
2018	6	6	11	0	0	0.974	
2018	6	6	12	0	0	0.846	
2018	6	6	13	0	0	0.677	
2018	6	6	14	0	0	0.496	
2018	6	6	15	0	0	0.337	
2018	6	6	16	0	0	0.232	
2018	6	6	17	0	0	0.205	
2018	6	6	18	0	0	0.264	
2018	6	6	19	0	0	0.399	
2018	6	6	20	0	0	0.585	
2018	6	6	21	0	0	0.785	
2018	6	6	22	0	0	0.961	
2018	6	6	23	0	0	1.081	
2018	6	7	0	0	0	1.128	
2018	6	7	1	0	0	1.101	
2018	6	7	2	0	0	1.017	
2018	6	7	3	0	0	0.905	
2018	6	7	4	0	0	0.797	
2018	6	7	5	0	0	0.723	
2018	6	7	6	0	0	0.701	
2018	6	7	7	0	0	0.732	
2018	6	7	8	0	0	0.803	
2018	6	7	9	0	0	0.891	
2018	6	7	10	0	0	0.962	
2018	6	7	11	0	0	0.989	
2018	6	7	12	0	0	0.953	
2018	6	7	13	0	0	0.85	
2018	6	7	14	0	0	0.695	
2018	6	7	15	0	0	0.518	
2018	6	7	16	0	0	0.359	
2018	6	7	17	0	0	0.255	
2018	6	7	18	0	0	0.236	
2018	6	7	19	0	0	0.313	
2018	6	7	20	0	0	0.475	
2018	6	7	21	0	0	0.692	
2018	6	7	22	0	0	0.919	
2018	6	7	23	0	0	1.109	
2018	6	8	0	0	0	1.225	
2018	6	8	1	0	0	1.245	
2018	6	8	2	0	0	1.17	
2018	6	8	3	0	0	1.024	
2018	6	8	4	0	0	0.845	
2018	6	8	5	0	0	0.678	
2018	6	8	6	0	0	0.562	
2018	6	8	7	0	0	0.522	
2018	6	8	8	0	0	0.561	
2018	6	8	9	0	0	0.663	
2018	6	8	10	0	0	0.794	
2018	6	8	11	0	0	0.912	
2018	6	8	12	0	0	0.978	
2018	6	8	13	0	0	0.967	
2018	6	8	14	0	0	0.874	
2018	6	8	15	0	0	0.716	
2018	6	8	16	0	0	0.531	
2018	6	8	17	0	0	0.366	
2018	6	8	18	0	0	0.268	
2018	6	8	19	0	0	0.27	
2018	6	8	20	0	0	0.383	
2018	6	8	21	0	0	0.588	
2018	6	8	22	0	0	0.846	
2018	6	8	23	0	0	1.099	
2018	6	9	0	0	0	1.292	
2018	6	9	1	0	0	1.381	
2018	6	9	2	0	0	1.346	
2018	6	9	3	0	0	1.197	
2018	6	9	4	0	0	0.968	
2018	6	9	5	0	0	0.715	
2018	6	9	6	0	0	0.494	
2018	6	9	7	0	0	0.353	
2018	6	9	8	0	0	0.32	
2018	6	9	9	0	0	0.395	
2018	6	9	10	0	0	0.55	
2018	6	9	11	0	0	0.738	
2018	6	9	12	0	0	0.904	
2018	6	9	13	0	0	1.002	
2018	6	9	14	0	0	1.001	
2018	6	9	15	0	0	0.9	
2018	6	9	16	0	0	0.726	
2018	6	9	17	0	0	0.527	
2018	6	9	18	0	0	0.361	
2018	6	9	19	0	0	0.282	
2018	6	9	20	0	0	0.324	
2018	6	9	21	0	0	0.489	
2018	6	9	22	0	0	0.748	
2018	6	9	23	0	0	1.046	
2018	6	10	0	0	0	1.315	
2018	6	10	1	0	0	1.488	
2018	6	10	2	0	0	1.524	
2018	6	10	3	0	0	1.408	
2018	6	10	4	0	0	1.164	
2018	6	10	5	0	0	0.846	
2018	6	10	6	0	0	0.522	
2018	6	10	7	0	0	0.263	
2018	6	10	8	0	0	0.123	
2018	6	10	9	0	0	0.124	
2018	6	10	10	0	0	0.256	
2018	6	10	11	0	0	0.477	
2018	6	10	12	0	0	0.724	
2018	6	10	13	0	0	0.931	
2018	6	10	14	0	0	1.044	
2018	6	10	15	0	0	1.036	
2018	6	10	16	0	0	0.914	
2018	6	10	17	0	0	0.718	
2018	6	10	18	0	0	0.508	
2018	6	10	19	0	0	0.354	
2018	6	10	20	0	0	0.311	
2018	6	10	21	0	0	0.407	
2018	6	10	22	0	0	0.635	
2018	6	10	23	0	0	0.949	
2018	6	11	0	0	0	1.278	
2018	6	11	1	0	0	1.541	
2018	6	11	2	0	0	1.672	
2018	6	11	3	0	0	1.63	
2018	6	11	4	0	0	1.416	
2018	6	11	5	0	0	1.072	
2018	6	11	6	0	0	0.669	
2018	6	11	7	0	0	0.292	
2018	6	11	8	0	0	0.019	
2018	6	11	9	0	0	-0.096	
2018	6	11	10	0	0	-0.041	
2018	6	11	11	0	0	0.16	
2018	6	11	12	0	0	0.447	
2018	6	11	13	0	0	0.744	
2018	6	11	14	0	0	0.975	
2018	6	11	15	0	0	1.087	
2018	6	11	16	0	0	1.058	
2018	6	11	17	0	0	0.908	
2018	6	11	18	0	0	0.692	
2018	6	11	19	0	0	0.482	
2018	6	11	20	0	0	0.354	
2018	6	11	21	0	0	0.361	
2018	6	11	22	0	0	0.522	
2018	6	11	23	0	0	0.812	
2018	6	12	0	0	0	1.17	
2018	6	12	1	0	0	1.511	
2018	6	12	2	0	0	1.749	
2018	6	12	3	0	0	1.815	
2018	6	12	4	0	0	1.683	
2018	6	12	5	0	0	1.369	
2018	6	12	6	0	0	0.933	
2018	6	12	7	0	0	0.465	
2018	6	12	8	0	0	0.059	
2018	6	12	9	0	0	-0.202	
2018	6	12	10	0	0	-0.274	
2018	6	12	11	0	0	-0.154	
2018	6	12	12	0	0	0.114	
2018	6	12	13	0	0	0.456	
2018	6	12	14	0	0	0.785	
2018	6	12	15	0	0	1.022	
2018	6	12	16	0	0	1.116	
2018	6	12	17	0	0	1.059	
2018	6	12	18	0	0	0.883	
2018	6	12	19	0	0	0.656	
2018	6	12	20	0	0	0.46	
2018	6	12	21	0	0	0.37	
2018	6	12	22	0	0	0.433	
2018	6	12	23	0	0	0.655	
2018	6	13	0	0	0	0.997	
2018	6	13	1	0	0	1.381	
2018	6	13	2	0	0	1.714	
2018	6	13	3	0	0	1.906	
2018	6	13	4	0	0	1.9	
2018	6	13	5	0	0	1.679	
2018	6	13	6	0	0	1.278	
2018	6	13	7	0	0	0.774	
2018	6	13	8	0	0	0.268	
2018	6	13	9	0	0	-0.138	
2018	6	13	10	0	0	-0.369	
2018	6	13	11	0	0	-0.387	
2018	6	13	12	0	0	-0.207	
2018	6	13	13	0	0	0.115	
2018	6	13	14	0	0	0.492	
2018	6	13	15	0	0	0.832	
2018	6	13	16	0	0	1.057	
2018	6	13	17	0	0	1.126	
2018	6	13	18	0	0	1.042	
2018	6	13	19	0	0	0.849	
2018	6	13	20	0	0	0.624	
2018	6	13	21	0	0	0.452	
2018	6	13	22	0	0	0.405	
2018	6	13	23	0	0	0.52	
2018	6	14	0	0	0	0.79	
2018	6	14	1	0	0	1.161	
2018	6	14	2	0	0	1.548	
2018	6	14	3	0	0	1.853	
2018	6	14	4	0	0	1.992	
2018	6	14	5	0	0	1.916	
2018	6	14	6	0	0	1.622	
2018	6	14	7	0	0	1.162	
2018	6	14	8	0	0	0.623	
2018	6	14	9	0	0	0.111	
2018	6	14	10	0	0	-0.273	
2018	6	14	11	0	0	-0.461	
2018	6	14	12	0	0	-0.428	
2018	6	14	13	0	0	-0.201	
2018	6	14	14	0	0	0.153	
2018	6	14	15	0	0	0.542	
2018	6	14	16	0	0	0.874	
2018	6	14	17	0	0	1.077	
2018	6	14	18	0	0	1.121	
2018	6	14	19	0	0	1.017	
2018	6	14	20	0	0	0.82	
2018	6	14	21	0	0	0.609	
2018	6	14	22	0	0	0.466	
2018	6	14	23	0	0	0.457	
2018	6	15	0	0	0	0.609	
2018	6	15	1	0	0	0.903	
2018	6	15	2	0	0	1.278	
2018	6	15	3	0	0	1.646	
2018	6	15	4	0	0	1.91	
2018	6	15	5	0	0	1.996	
2018	6	15	6	0	0	1.864	
2018	6	15	7	0	0	1.527	
2018	6	15	8	0	0	1.042	
2018	6	15	9	0	0	0.503	
2018	6	15	10	0	0	0.015	
2018	6	15	11	0	0	-0.331	
2018	6	15	12	0	0	-0.473	
2018	6	15	13	0	0	-0.401	
2018	6	15	14	0	0	-0.148	
2018	6	15	15	0	0	0.215	
2018	6	15	16	0	0	0.595	
2018	6	15	17	0	0	0.906	
2018	6	15	18	0	0	1.086	
2018	6	15	19	0	0	1.111	
2018	6	15	20	0	0	1.001	
2018	6	15	21	0	0	0.812	
2018	6	15	22	0	0	0.621	
2018	6	15	23	0	0	0.505	
2018	6	16	0	0	0	0.521	
2018	6	16	1	0	0	0.686	
2018	6	16	2	0	0	0.977	
2018	6	16	3	0	0	1.33	
2018	6	16	4	0	0	1.659	
2018	6	16	5	0	0	1.878	
2018	6	16	6	0	0	1.92	
2018	6	16	7	0	0	1.757	
2018	6	16	8	0	0	1.409	
2018	6	16	9	0	0	0.936	
2018	6	16	10	0	0	0.429	
2018	6	16	11	0	0	-0.015	
2018	6	16	12	0	0	-0.313	
2018	6	16	13	0	0	-0.417	
2018	6	16	14	0	0	-0.321	
2018	6	16	15	0	0	-0.062	
2018	6	16	16	0	0	0.289	
2018	6	16	17	0	0	0.647	
2018	6	16	18	0	0	0.934	
2018	6	16	19	0	0	1.095	
2018	6	16	20	0	0	1.112	
2018	6	16	21	0	0	1.008	
2018	6	16	22	0	0	0.835	
2018	6	16	23	0	0	0.665	
2018	6	17	0	0	0	0.566	
2018	6	17	1	0	0	0.586	
2018	6	17	2	0	0	0.738	
2018	6	17	3	0	0	0.998	
2018	6	17	4	0	0	1.306	
2018	6	17	5	0	0	1.587	
2018	6	17	6	0	0	1.763	
2018	6	17	7	0	0	1.778	
2018	6	17	8	0	0	1.612	
2018	6	17	9	0	0	1.285	
2018	6	17	10	0	0	0.855	
2018	6	17	11	0	0	0.403	
2018	6	17	12	0	0	0.015	
2018	6	17	13	0	0	-0.236	
2018	6	17	14	0	0	-0.311	
2018	6	17	15	0	0	-0.206	
2018	6	17	16	0	0	0.041	
2018	6	17	17	0	0	0.369	
2018	6	17	18	0	0	0.7	
2018	6	17	19	0	0	0.965	
2018	6	17	20	0	0	1.116	
2018	6	17	21	0	0	1.137	
2018	6	17	22	0	0	1.046	
2018	6	17	23	0	0	0.892	
2018	6	18	0	0	0	0.735	
2018	6	18	1	0	0	0.636	
2018	6	18	2	0	0	0.637	
2018	6	18	3	0	0	0.752	
2018	6	18	4	0	0	0.96	
2018	6	18	5	0	0	1.212	
2018	6	18	6	0	0	1.443	
2018	6	18	7	0	0	1.587	
2018	6	18	8	0	0	1.596	
2018	6	18	9	0	0	1.452	
2018	6	18	10	0	0	1.171	
2018	6	18	11	0	0	0.804	
2018	6	18	12	0	0	0.419	
2018	6	18	13	0	0	0.09	
2018	6	18	14	0	0	-0.12	
2018	6	18	15	0	0	-0.176	
2018	6	18	16	0	0	-0.075	
2018	6	18	17	0	0	0.153	
2018	6	18	18	0	0	0.454	
2018	6	18	19	0	0	0.761	
2018	6	18	20	0	0	1.011	
2018	6	18	21	0	0	1.16	
2018	6	18	22	0	0	1.191	
2018	6	18	23	0	0	1.116	
2018	6	19	0	0	0	0.972	
2018	6	19	1	0	0	0.814	
2018	6	19	2	0	0	0.696	
2018	6	19	3	0	0	0.658	
2018	6	19	4	0	0	0.718	
2018	6	19	5	0	0	0.865	
2018	6	19	6	0	0	1.06	
2018	6	19	7	0	0	1.25	
2018	6	19	8	0	0	1.379	
2018	6	19	9	0	0	1.401	
2018	6	19	10	0	0	1.298	
2018	6	19	11	0	0	1.08	
2018	6	19	12	0	0	0.783	
2018	6	19	13	0	0	0.466	
2018	6	19	14	0	0	0.191	
2018	6	19	15	0	0	0.013	
2018	6	19	16	0	0	-0.033	
2018	6	19	17	0	0	0.06	
2018	6	19	18	0	0	0.269	
2018	6	19	19	0	0	0.548	
2018	6	19	20	0	0	0.838	
2018	6	19	21	0	0	1.082	
2018	6	19	22	0	0	1.234	
2018	6	19	23	0	0	1.273	
2018	6	20	0	0	0	1.204	
2018	6	20	1	0	0	1.057	
2018	6	20	2	0	0	0.879	
2018	6	20	3	0	0	0.724	
2018	6	20	4	0	0	0.635	
2018	6	20	5	0	0	0.635	
2018	6	20	6	0	0	0.724	
2018	6	20	7	0	0	0.873	
2018	6	20	8	0	0	1.04	
2018	6	20	9	0	0	1.171	
2018	6	20	10	0	0	1.224	
2018	6	20	11	0	0	1.173	
2018	6	20	12	0	0	1.019	
2018	6	20	13	0	0	0.789	
2018	6	20	14	0	0	0.531	
2018	6	20	15	0	0	0.299	
2018	6	20	16	0	0	0.146	
