"Plot Title: sargento-canal"
"#","Date Time, GMT-07:00","Abs Pres, kPa","Temp, °C","Water Level, meters"
467,09/13/2018 07:52:46,116.630,26.488,0.564
468,09/13/2018 08:07:47,115.903,26.488,0.492
469,09/13/2018 08:22:48,115.294,26.488,0.431
470,09/13/2018 08:37:49,114.853,26.488,0.388
471,09/13/2018 08:52:50,114.503,26.488,0.353
472,09/13/2018 09:07:51,114.244,26.488,0.327
473,09/13/2018 09:22:52,114.037,26.488,0.306
474,09/13/2018 09:37:53,113.895,26.488,0.292
475,09/13/2018 09:52:54,113.778,26.488,0.281
476,09/13/2018 10:07:55,113.674,26.488,0.270
477,09/13/2018 10:22:56,113.610,26.488,0.264
478,09/13/2018 10:37:57,113.545,26.488,0.257
479,09/13/2018 10:52:58,113.480,26.488,0.251
480,09/13/2018 11:07:59,113.416,26.488,0.245
481,09/13/2018 11:23:00,113.364,26.488,0.239
482,09/13/2018 11:38:01,113.325,26.488,0.236
483,09/13/2018 11:53:02,113.273,26.488,0.230
484,09/13/2018 12:08:03,113.247,26.488,0.228
485,09/13/2018 12:23:04,113.195,26.488,0.223
486,09/13/2018 12:38:05,113.170,26.488,0.220
487,09/13/2018 12:53:06,113.144,26.488,0.218
488,09/13/2018 13:08:07,113.092,26.488,0.212
489,09/13/2018 13:23:08,113.053,26.488,0.208
490,09/13/2018 13:38:09,113.066,26.488,0.210
491,09/13/2018 13:53:10,113.933,26.488,0.296
492,09/13/2018 14:08:11,116.033,26.488,0.505
493,09/13/2018 14:23:12,117.603,26.488,0.661
494,09/13/2018 14:38:13,118.551,26.488,0.755
495,09/13/2018 14:53:14,119.240,26.488,0.824
496,09/13/2018 15:08:15,119.812,26.488,0.881
497,09/13/2018 15:23:16,120.371,26.488,0.936
498,09/13/2018 15:38:17,120.943,26.488,0.993
499,09/13/2018 15:53:18,121.477,26.488,1.047
500,09/13/2018 16:08:19,121.919,26.488,1.090
501,09/13/2018 16:23:20,122.193,26.488,1.118
502,09/13/2018 16:38:21,122.193,26.488,1.118
503,09/13/2018 16:53:22,121.945,26.488,1.093
504,09/13/2018 17:08:23,121.529,26.488,1.052
505,09/13/2018 17:23:24,121.086,26.488,1.008
