Red,ESIME,,,,,,
Estación,UNISON,,,,,,
Ubicación,SONORA,,,,,,
Latitud (N),29.014278,,,,,,
Longitud (O),-111.135593,,,,,,
Altitud,0,,,,,,
,,,,,,,
,,,,,,,
AAAA/MM/DD HH:MM HORAZ,Dirección de ráfaga (grados),Dirección del Viento (grados),Humedad relativa (%),Precipitación (mm),Radiación Solar (W/m²),Temperatura del Aire (°C),Presión Atmosférica
2018-08-15 05:30,85,67,93,0,-1,25.2,992.5
2018-08-15 05:20,84,58,92,0,-1,25.3,992.6
2018-08-15 05:10,100,84,91,0,-1,25.3,992.5
2018-08-15 05:00,97,87,91,0,-1,25.3,992.3
2018-08-15 04:50,93,81,91,0,-1,25.1,
2018-08-15 04:40,94,79,90,0,-1,25.2,992.2
2018-08-15 04:30,103,85,90,0,-1,25.2,992.3
2018-08-15 04:20,97,71,89,0,-1,25.3,992.3
2018-08-15 04:10,85,68,89,0,-1,25.2,992.3
2018-08-15 04:00,72,58,90,0,-1,25.1,992.5
2018-08-15 03:50,73,64,92,0,-1,24.9,992.4
2018-08-15 03:40,68,57,92,0,-1,25.1,992.3
2018-08-15 03:30,0,0,88,0,-1,25.3,992.2
2018-08-15 03:20,0,0,89,0,-1,25.3,992.1
2018-08-15 03:10,48,18,86,0,-1,25.7,992.1
2018-08-15 03:00,49,20,86,0,-1,25.7,992.1
2018-08-15 02:50,36,20,85,0,-1,25.7,992.1
2018-08-15 02:40,48,18,86,0,-1,25.7,992
2018-08-15 02:30,55,39,87,0,-1,25.7,991.8
2018-08-15 02:20,53,15,86,0,-1,25.9,991.6
2018-08-15 02:10,25,354,83,0,2,26.1,991.6
2018-08-15 02:00,350,329,84,0,8,26.2,991.4
2018-08-15 01:50,346,320,85,0,20,26.3,991.4
2018-08-15 01:40,357,328,86,0,34,26.5,991.5
2018-08-15 01:30,344,323,85,0,43,26.5,991.4
2018-08-15 01:20,328,306,85,0,50,26.4,991.3
2018-08-15 01:10,331,316,83,0,60,26.4,991.4
2018-08-15 01:00,0,0,81,0,73,26.6,991.5
2018-08-15 00:50,0,0,84,0,84,26.6,991.5
2018-08-15 00:40,278,233,83,0,93,26.3,991.3
2018-08-15 00:30,282,261,85,0,96,26.2,991.3
2018-08-15 00:20,269,254,86,0,90,26,991.3
2018-08-15 00:10,253,229,86,0,71,25.9,991.5
2018-08-15 00:00,236,210,87,0,53,25.8,991.7
2018-08-14 23:50,268,223,86,0,47,25.8,991.7
2018-08-14 23:40,355,283,86,0,48,25.7,991.7
2018-08-14 23:30,0,0,82,0,58,25.7,991.7
2018-08-14 23:20,249,194,83,0,75,25.7,991.3
2018-08-14 23:10,261,196,84,0,89,25.7,991.2
2018-08-14 23:00,203,138,87,0,96,25.4,991.3
2018-08-14 22:50,190,168,86,0,94,25.3,991.3
2018-08-14 22:40,219,186,87,0,77,25.3,991.5
2018-08-14 22:30,227,182,87,0,63,25.1,991.7
2018-08-14 22:20,240,184,87,0,55,25,991.8
2018-08-14 22:10,166,153,86,0,49,25,992.1
2018-08-14 22:00,177,161,83,0,42,25.4,992.2
2018-08-14 21:50,180,159,86,0,38,25.4,992.4
2018-08-14 21:40,229,173,82,0,38,25.5,992.2
2018-08-14 21:30,345,197,84,4.6,35,25.3,992.3
2018-08-14 21:20,166,137,72,0.2,20,26.4,993
2018-08-14 21:10,169,153,77,0,33,27.1,992.6
2018-08-14 21:00,174,156,78,0,65,26.7,992.8
2018-08-14 20:50,194,176,69,0,77,27.9,993
2018-08-14 20:40,197,174,62,0,146,29.5,992.7
2018-08-14 20:30,197,176,65,0,174,29.9,992.7
2018-08-14 16:10,146,53,70,0,468,30.3,994
2018-08-14 16:00,119,72,75,0,430,29.4,994
2018-08-14 15:50,98,61,75,0,354,29.2,993.9
2018-08-14 15:40,83,52,77,0,303,28.8,993.9
2018-08-14 15:30,57,11,81,0,269,28.5,994
2018-08-14 15:20,32,358,80,0,243,28.2,993.9
2018-08-14 15:10,55,11,82,0,190,27.9,994
2018-08-14 15:00,60,42,85,0,167,27.7,994
2018-08-14 14:50,59,47,86,0,141,27.5,993.9
2018-08-14 14:40,98,58,87,0,144,27.4,993.9
2018-08-14 14:30,72,54,88,0,124,27.2,993.7
2018-08-14 14:20,73,51,89,0,97,27,993.5
2018-08-14 14:10,79,49,90,0,85,26.9,993.5
2018-08-14 14:00,83,64,90,0,80,26.7,993.4
2018-08-14 13:50,109,89,92,0,72,26.6,993.4
2018-08-14 13:40,116,87,93,0,53,26.4,993.4
2018-08-14 13:30,0,0,93,0,36,26.3,993.4
2018-08-14 13:20,79,26,93,0,25,26.2,993.4
2018-08-14 13:10,100,83,94,0,14,26.1,993.2
2018-08-14 13:00,96,84,94,0,4,26,993.2
2018-08-14 12:50,104,90,94,0,1,26.1,993.2
2018-08-14 12:40,105,84,94,0,-1,26,993.1
2018-08-14 12:30,0,0,95,0,-1,26.1,993
2018-08-14 12:20,89,70,94,0,-1,26.1,992.9
2018-08-14 12:10,66,57,93,0,-1,26.1,992.9
2018-08-14 12:00,58,49,93,0,-1,26.2,993
2018-08-14 11:50,64,41,92,0,-1,26.1,993
2018-08-14 11:40,64,43,94,0,-1,26,992.9
2018-08-14 11:30,0,0,93,0,-1,26,992.9
2018-08-14 11:20,0,0,95,0,-1,25.8,992.9
2018-08-14 11:10,0,0,95,0,-1,25.8,993
2018-08-14 11:00,96,80,94,0,-1,25.7,993
2018-08-14 10:50,89,73,94,0,-1,25.8,993
2018-08-14 10:40,91,72,94,0,-1,25.8,993
2018-08-14 10:30,88,77,95,0,-1,25.8,993
2018-08-14 10:20,92,75,95,0,-1,25.7,992.9
2018-08-14 10:10,103,84,95,0,-1,25.7,992.9
2018-08-14 10:00,107,92,95,0,-1,25.8,992.8
2018-08-14 09:50,113,96,94,0,-1,25.9,992.8
2018-08-14 09:40,123,115,94,0,-1,26,992.9
2018-08-14 09:30,123,108,93,0,-1,26.2,992.9
2018-08-14 09:20,126,106,93,0,-1,26.2,993
2018-08-14 09:10,103,85,93,0,-1,26.3,993.3
2018-08-14 09:00,91,63,93,0,-1,26.3,993.3
2018-08-14 08:50,60,41,92,0,-1,26.3,993.3
2018-08-14 08:40,29,343,92,0,-1,26.5,993.2
2018-08-14 08:30,9,351,90,0,-1,26.5,993.2
2018-08-14 08:20,25,9,90,0,-1,26.5,993.4
2018-08-14 08:10,12,354,92,0,-1,26.5,993.4
2018-08-14 08:00,15,354,91,0,-1,26.5,993.3
2018-08-14 07:50,336,312,90,0,-1,26.7,993.3
2018-08-14 07:40,340,317,90,0,-1,26.7,993.3
2018-08-14 07:30,312,293,91,0,-1,26.7,993.3
2018-08-14 07:20,291,272,91,0,-1,26.8,993.3
2018-08-14 07:10,328,306,88,0,-1,26.9,993.3
2018-08-14 07:00,330,312,90,0,-1,26.8,993.3
2018-08-14 06:50,319,313,89,0,-1,26.9,993.2
2018-08-14 06:40,337,315,87,0,-1,27.2,993.3
2018-08-14 06:30,9,342,85,0,-1,27.3,993.3
2018-08-14 06:20,12,347,87,0,-1,27.3,993.4
2018-08-14 06:10,57,12,85,0,-1,27.5,993.3
2018-08-14 06:00,56,43,82,0,-1,27.4,993.3
2018-08-14 05:50,84,61,83,0,-1,27.4,993.3
2018-08-14 05:40,89,67,82,0,-1,27.5,993.2
2018-08-14 05:30,104,83,83,0,-1,27.5,993.3
2018-08-14 05:20,136,125,82,0,-1,27.3,993.3
2018-08-14 05:10,133,119,86,0,-1,27.2,993.3
2018-08-14 05:00,133,120,84,0,-1,27.3,993.3
2018-08-14 04:50,151,131,84,0,-1,27.3,993.3
2018-08-14 04:40,166,154,80,0,-1,27.7,993.2
2018-08-14 04:30,167,159,77,0,-1,28,993.1
2018-08-14 04:20,178,162,76,0,-1,28.2,993.1
2018-08-14 04:10,176,163,76,0,-1,28.4,993.1
2018-08-14 04:00,177,163,74,0,-1,28.7,992.8
2018-08-14 03:50,183,168,73,0,-1,28.9,992.7
2018-08-14 03:40,185,169,72,0,-1,29.1,992.6
2018-08-14 03:30,183,159,71,0,-1,29.2,992.4
2018-08-14 03:20,177,162,70,0,-1,29.3,992.3
2018-08-14 03:10,162,150,72,0,-1,29.3,992.4
2018-08-14 03:00,161,149,72,0,-1,29.2,992.3
2018-08-14 02:50,166,153,72,0,-1,29.3,992.2
2018-08-14 02:40,166,155,71,0,-1,29.3,992.2
2018-08-14 02:30,166,150,70,0,-1,29.5,992.2
2018-08-14 02:20,147,137,68,0,-1,29.4,992.3
2018-08-14 02:10,158,141,66,0,8,29.7,992.2
2018-08-14 02:00,195,161,62,0,23,30.5,992.1
2018-08-13 17:00,114,49,66,0,778,30,996.3
2018-08-13 16:50,92,55,66,0,746,29.9,996.2
2018-08-13 16:40,91,56,68,0,730,29.3,996.3
2018-08-13 16:30,80,56,68,0,687,29,996.3
2018-08-13 16:20,66,34,70,0.2,655,28.8,996.2
2018-08-13 16:10,73,45,71,0,618,28.3,996.2
2018-08-13 16:00,79,59,72,0,589,28,996.1
2018-08-13 15:50,84,53,72,0,553,27.7,996.2
2018-08-13 15:40,63,34,73,0,518,27.6,996.3
2018-08-13 15:30,66,37,72,0,480,27.3,996.4
2018-08-13 15:20,62,39,74,0,445,27.1,996.3
2018-08-13 15:10,66,40,74,0,405,26.7,996.3
2018-08-13 15:00,70,43,76,0,356,26.5,996.3
2018-08-13 14:50,58,24,77,0,325,26,996.3
2018-08-13 14:40,59,29,79,0,284,26,996.2
2018-08-13 14:30,58,31,81,0,255,25.3,996.2
2018-08-13 14:20,59,32,82,0,75,24.7,996.2
2018-08-13 14:10,54,32,83,0,188,24.9,996.1
2018-08-13 14:00,53,32,83,0,154,24.7,996.1
2018-08-13 13:50,62,38,85,0,120,24.5,996.2
2018-08-13 13:40,81,48,86,0,84,24,996.1
2018-08-13 13:30,95,53,88,0,61,23.7,996.1
2018-08-13 13:20,54,35,90,0,35,23.3,995.9
2018-08-13 13:10,92,22,91,0,14,23.1,995.9
2018-08-13 13:00,69,49,92,0,6,23,995.8
2018-08-13 12:50,58,33,92,0,1,23.2,995.9
2018-08-13 12:40,67,34,92,0,-1,23.2,995.9
2018-08-13 12:30,47,18,90,0,-1,23.2,995.8
2018-08-13 12:20,53,19,89,0,-1,23.3,
2018-08-13 12:10,36,14,90,0,-1,23.3,995.6
2018-08-13 12:00,37,9,90,0,-1,23.3,995.6
2018-08-13 11:50,64,27,90,0,-1,23.3,995.5
2018-08-13 11:40,58,25,89,0,-1,23.4,995.5
2018-08-13 11:30,58,34,90,0,-1,23.3,995.4
2018-08-13 11:20,52,27,92,0,-1,23.2,995.4
2018-08-13 11:10,42,22,91,0,-1,23.2,995.5
2018-08-13 11:00,50,21,91,0,-1,23.2,995.5
2018-08-13 10:50,35,4,91,0,-1,23.3,995.4
2018-08-13 10:40,45,5,91,0,-1,23.3,995.3
2018-08-13 10:30,34,9,92,0,-1,23.2,995.2
2018-08-13 10:20,44,11,91,0,-1,23.2,995.2
2018-08-13 10:10,51,23,90,0,-1,23.2,995.3
2018-08-13 10:00,46,27,90,0,-1,23.3,995.3
2018-08-13 09:50,51,33,90,0,-1,23.3,995.5
2018-08-13 09:40,61,33,91,0,-1,23.2,995.5
2018-08-13 09:30,64,33,91,0,-1,23.2,995.6
2018-08-13 09:20,66,44,91,0,-1,23.2,995.6
2018-08-13 09:10,61,42,90,0,-1,23.3,995.5
2018-08-13 09:00,68,44,90,0,-1,23.3,995.6
2018-08-13 08:50,67,45,90,0,-1,23.4,995.8
2018-08-13 08:40,67,47,90,0,0,23.4,995.9
2018-08-13 08:30,66,51,90,0,0,23.4,996
2018-08-13 08:20,71,52,91,0,0,23.3,996.1
2018-08-13 08:10,62,44,92,0,0,23.3,996.1
2018-08-13 08:00,57,39,91,0,-1,23.3,996
2018-08-13 07:50,56,34,92,0,0,23.4,996.1
2018-08-13 07:40,57,26,91,0,0,23.6,996
2018-08-13 07:30,35,4,94,0,-1,23.6,996.2
2018-08-13 07:20,22,337,94,0,-1,23.4,996.1
2018-08-13 07:10,21,321,94,0.2,-1,23.3,996
2018-08-13 07:00,357,309,94,0,-1,23.3,995.9
2018-08-13 06:50,24,325,94,0,-1,23.4,995.8
2018-08-13 06:40,57,33,92,0.2,-1,23.3,995.4
2018-08-13 06:30,47,14,93,0,-1,23.3,995.3
2018-08-13 06:20,95,38,94,0.2,-1,23.2,995.2
2018-08-13 06:10,110,85,94,0.2,-1,23.1,995.2
2018-08-13 06:00,119,76,93,0.2,-1,23,995.1
2018-08-13 05:50,93,71,93,0.8,-1,23,995.1
2018-08-13 05:40,99,78,90,0.6,-1,23.3,995.2
2018-08-13 05:30,99,78,90,0.2,-1,23.3,995.2
2018-08-13 05:20,93,76,89,0.2,-1,23.2,995.3
2018-08-13 05:10,108,86,86,0,-1,23.5,995.3
2018-08-13 05:00,124,93,85,0,-1,23.2,995.5
2018-08-13 04:50,122,93,81,0,-1,23.6,995.6
2018-08-13 04:40,108,84,75,0,-1,24.6,995.8
2018-08-13 04:30,84,64,77,0,-1,24.3,996.1
2018-08-13 04:20,57,36,77,0,-1,24.8,995.9
2018-08-13 04:10,56,28,80,0,-1,25.2,995.7
2018-08-13 04:00,36,7,80,0,-1,25.2,995.8
2018-08-13 03:50,51,14,66,0,-1,27,996
2018-08-13 03:40,22,342,57,0,-1,28.6,995.5
2018-08-13 03:30,324,294,57,0,-1,28.8,
2018-08-13 03:20,314,289,54,0,-1,29.2,994.9
2018-08-13 03:10,299,248,66,0,-1,29.4,994.7
2018-08-13 03:00,200,171,66,0,-1,29.3,994
2018-08-13 02:50,171,160,69,0,-1,29.3,993.3
2018-08-13 02:40,181,165,67,0,-1,29.6,993.2
2018-08-13 02:30,179,164,66,0,-1,29.7,993.5
2018-08-13 02:20,167,157,65,0,-1,29.8,993.2
2018-08-13 02:10,166,151,65,0,2,30,993
2018-08-13 02:00,158,145,62,0,9,30.3,993.1
2018-08-13 01:50,172,153,61,0,28,30.6,992.8
2018-08-12 18:10,130,81,56,0,916,32,995.9
2018-08-12 18:00,112,62,57,0,896,32.1,996
2018-08-12 17:50,79,36,57,0,878,22.3,996.1
2018-08-12 17:40,99,65,63,0,851,,996.1
2018-08-12 17:10,95,58,67,0,887,30.5,996.3
2018-08-12 17:00,77,49,66,0,864,30.2,996.3
2018-08-12 16:50,70,38,69,0,492,29.8,996.4
2018-08-12 16:40,96,50,68,0,582,29.9,996.4
2018-08-12 16:30,67,43,69,0,743,29.4,996.3
2018-08-12 16:20,66,46,73,0,545,28.5,996.2
2018-08-12 16:10,80,43,76,0,326,28.3,996.1
2018-08-12 16:00,58,32,76,0,342,28.1,996
2018-08-12 15:50,56,35,77,0,306,27.7,996.1
2018-08-12 15:40,57,37,77,0,255,27.5,996.2
2018-08-12 15:30,59,35,78,0,258,27.4,996
2018-08-12 15:20,59,42,79,0,238,27.2,996.1
2018-08-12 15:10,60,41,80,0,215,27.1,996.1
2018-08-12 15:00,68,46,80,0,186,26.9,996.1
2018-08-12 14:50,60,42,80,0,170,26.8,996.2
2018-08-12 14:40,64,40,80,0,159,26.7,996.2
2018-08-12 14:30,60,36,82,0,128,26.5,996.2
2018-08-12 14:20,71,47,83,0,115,26.3,996
2018-08-12 14:10,53,21,85,0,110,26.1,995.9
2018-08-12 14:00,47,7,84,0,97,26,995.7
2018-08-12 13:50,78,41,84,0,75,25.9,995.5
2018-08-12 13:40,80,47,88,0,53,25.6,995.4
2018-08-12 13:30,54,39,89,0,35,25.4,995.1
2018-08-12 13:20,56,46,91,0,24,25.2,995.1
2018-08-12 13:10,42,26,91,0,15,25.3,995
2018-08-12 13:00,47,21,89,0,5,25.3,995
2018-08-12 12:50,22,358,89,0,1,25.3,995.1
2018-08-12 12:40,21,342,89,0,0,25.3,995.1
2018-08-12 12:30,58,33,88,0,-1,25.3,995.1
2018-08-12 12:20,57,12,86,0,-1,25.5,
2018-08-12 12:10,27,2,87,0,-1,25.4,
2018-08-12 12:00,38,8,88,0,-1,25.3,995.1
2018-08-12 11:50,48,25,88,0,-1,25.3,995.1
2018-08-12 11:40,42,21,87,0,-1,25.3,995
2018-08-12 11:30,44,19,89,0,-1,25.2,994.9
2018-08-12 11:20,61,40,89,0,-1,25.1,994.9
2018-08-12 11:10,53,36,87,0,-1,25.2,994.8
2018-08-12 11:00,55,36,87,0,-1,25.2,994.6
2018-08-12 10:50,61,39,87,0,-1,25.3,994.7
2018-08-12 10:40,63,43,86,0,-1,25.3,994.7
2018-08-12 10:30,57,41,86,0,-1,25.3,994.7
2018-08-12 10:20,55,36,85,0,-1,25.3,994.5
2018-08-12 10:10,59,27,85,0,-1,25.3,994.4
2018-08-12 10:00,48,26,86,0,-1,25.3,994.5
2018-08-12 09:50,38,21,85,0,-1,25.4,994.4
2018-08-12 09:40,52,26,85,0,-1,25.4,994.3
2018-08-12 09:30,56,32,86,0,-1,25.3,994.2
2018-08-12 09:20,42,17,85,0,-1,25.3,994.2
2018-08-12 09:10,14,333,87,0,-1,25.1,994.4
2018-08-12 09:00,42,289,87,0,-1,25.2,994.4
2018-08-12 08:50,93,36,84,0,-1,25.3,994.4
2018-08-12 08:40,52,18,83,0,-1,25.4,994.4
2018-08-12 08:30,50,17,82,0,-1,25.5,994.5
2018-08-12 08:20,68,32,82,0,-1,25.5,994.6
2018-08-12 08:10,76,56,85,0,-1,25.2,994.6
2018-08-12 08:00,84,65,85,0,-1,25.1,994.7
2018-08-12 07:50,92,71,85,0,-1,25.1,994.8
2018-08-12 07:40,100,73,83,0,-1,25.3,994.9
2018-08-12 07:30,92,75,81,0,-1,25.3,995
2018-08-12 07:20,84,67,81,0,-1,25.4,995
2018-08-12 07:10,71,55,82,0,-1,25.3,995
2018-08-12 07:00,220,32,85,0,-1,25.2,995.1
2018-08-12 06:50,257,209,82,0,-1,25.5,995.1
2018-08-12 06:40,329,277,78,0,-1,25.9,995.2
2018-08-12 06:30,8,251,80,0,-1,25.7,995.3
2018-08-12 06:20,89,11,75,0,-1,25.9,995.3
2018-08-12 06:10,38,6,73,0,-1,26.1,995.2
2018-08-12 06:00,35,16,73,0,-1,26.1,995.1
2018-08-12 05:50,39,19,72,0,-1,26.1,995.2
2018-08-12 05:40,52,25,71,0,-1,26.2,995.3
2018-08-12 05:30,53,26,71,0,-1,26.2,995.3
2018-08-12 05:20,52,32,73,0,-1,26.2,995.3
2018-08-12 05:10,61,36,75,0,-1,26.1,995.2
2018-08-12 05:00,52,27,80,0,-1,26.1,995.1
2018-08-12 04:50,47,26,79,0,-1,26.2,995.3
2018-08-12 04:40,42,13,80,0,-1,26.2,995.3
2018-08-12 04:30,32,7,80,0,-1,26.2,995.3
2018-08-12 04:20,42,16,79,0,-1,26.2,995.2
2018-08-12 04:10,53,33,79,0,-1,26.3,995.2
2018-08-12 04:00,54,37,79,0,-1,26.5,995.3
2018-08-12 03:50,44,12,77,0,-1,26.8,995.3
2018-08-12 03:40,48,14,78,0,-1,27,995.5
2018-08-12 03:30,48,22,77,0,-1,27.3,995.4
2018-08-12 03:20,4,336,79,0,-1,27.6,995.2
2018-08-12 03:10,358,339,79,0,-1,27.7,994.8
2018-08-12 03:00,355,339,77,0,-1,27.9,994.7
2018-08-12 02:50,2,333,77,0,-1,28.1,994.3
2018-08-12 02:40,318,306,79,0,-1,27.9,994.3
2018-08-12 02:30,316,304,79,0,-1,28,994
2018-08-12 02:20,336,322,76,0,-1,28.4,994
2018-08-12 02:10,356,331,70,0,1,28.8,993.8
2018-08-12 02:00,39,7,70,0,10,29.1,993.8
2018-08-12 01:50,52,11,69,0,33,29.6,993.7
2018-08-12 01:40,141,271,65,0,54,29.8,993.8
2018-08-12 01:30,132,104,68,0,45,29.9,993.7
2018-08-12 01:20,140,45,63,0,101,30.5,993.6
2018-08-12 01:10,77,20,60,0,133,30.3,993.6
2018-08-12 01:00,98,80,62,0,127,30.3,993.6
2018-08-12 00:50,158,100,60,0,160,30.4,993.6
2018-08-12 00:40,193,146,63,0,113,30.4,993.7
2018-08-12 00:30,190,158,59,0,173,30.4,993.5
2018-08-12 00:20,212,169,59,0,221,30.4,993.3
2018-08-12 00:10,179,159,61,0,220,30.2,993.2
2018-08-12 00:00,207,158,64,0,214,30,993.1
2018-08-11 23:50,184,132,69,0,216,29.7,993.1
2018-08-11 23:40,244,172,67,0,224,29.7,993
2018-08-11 23:30,235,200,68,0,227,29.5,993.1
2018-08-11 23:20,225,192,67,0,228,29.3,993.1
2018-08-11 23:10,223,171,69,0,233,29,993.4
2018-08-11 23:00,239,203,75,0,239,28.5,993.6
2018-08-11 22:50,230,184,79,0,255,28.4,993.7
2018-08-11 22:40,169,124,81,0,322,27.2,993.7
2018-08-11 22:30,162,124,82,0,192,25.9,993.8
2018-08-11 22:20,167,150,85,0,113,25.3,993.9
2018-08-11 22:10,203,166,78,0,51,25.9,994.1
2018-08-11 22:00,190,150,68,0,45,30.4,994.2
2018-08-11 21:50,174,150,65,0,57,30.6,994.3
2018-08-11 21:40,170,96,62,0,145,31.3,994.4
2018-08-11 21:30,58,338,55,0,250,32.4,994.4
2018-08-11 21:20,64,6,54,0,689,32.5,994.4
2018-08-11 21:10,86,26,54,0,471,32.5,994.4
2018-08-11 21:00,98,58,55,0,1155,33,994.4
2018-08-11 20:50,135,98,52,0,1003,32.6,994.6
2018-08-11 20:40,151,98,61,0,1023,32.3,994.9
2018-08-11 20:30,116,63,58,0,984,31.8,994.8
2018-08-11 20:20,123,90,58,0,982,31.3,995
2018-08-11 20:10,86,53,58,0,984,31,995.2
2018-08-11 20:00,86,50,59,0,978,31,995.5
2018-08-11 19:50,110,61,60,0,992,30.8,995.7
2018-08-11 19:40,79,52,59,0,997,30.2,996
2018-08-11 19:30,118,81,62,0,534,29.8,996.3
2018-08-11 19:20,96,62,62,0,474,30.2,996.5
2018-08-11 19:10,86,45,62,0,1011,30.2,996.6
2018-08-11 19:00,94,47,61,0,987,29.9,996.6
2018-08-11 18:50,108,52,63,0,1010,30.2,996.6
2018-08-11 18:40,86,56,66,0.2,1013,29.4,996.8
2018-08-11 18:30,82,59,68,0,821,28.7,997
2018-08-11 18:20,87,61,67,0,637,28,996.9
2018-08-11 18:10,72,44,70,0,869,28.2,996.9
2018-08-11 18:00,75,50,73,0,555,27.6,997.1
2018-08-11 17:50,73,44,78,0,1301,27.6,997.3
2018-08-11 17:40,76,50,78,0,757,27.2,997.2
2018-08-11 17:30,67,45,79,0,1135,26.9,997
2018-08-11 17:20,70,49,79,0,981,26.6,997
2018-08-11 17:10,56,35,81,0,549,26.3,996.9
2018-08-11 17:00,65,42,84,0,797,25.7,996.9
2018-08-11 16:50,58,36,86,0,299,25.2,996.9
2018-08-11 16:40,67,42,87,0,251,25,996.8
2018-08-11 16:30,67,47,88,0,227,24.8,996.6
2018-08-11 16:20,82,51,90,0,172,24.8,996.7
2018-08-11 16:10,78,51,91,0,103,24.7,996.8
2018-08-11 16:00,81,58,90,0,103,24.8,996.8
2018-08-11 15:50,88,58,90,0,140,24.6,996.8
2018-08-11 15:40,74,56,91,0,145,24.6,996.9
2018-08-11 15:30,84,61,93,0,91,24.3,997
2018-08-11 15:20,64,29,89,0,46,24.5,997.1
2018-08-11 15:10,42,11,86,0,32,24.6,997.1
2018-08-11 15:00,37,353,85,0,26,24.8,997.2
2018-08-11 14:50,64,33,89,0,26,24.4,997.2
2018-08-11 14:40,47,14,89,0,27,24.4,997.2
2018-08-11 14:30,51,8,90,0,30,24.1,997.3
2018-08-11 14:20,29,355,92,0,30,23.8,997.4
2018-08-11 14:10,359,330,94,0,48,23.2,997.2
2018-08-11 14:00,14,345,92,0,26,22.9,997.1
2018-08-11 13:50,8,350,91,0,30,22.7,996.3
2018-08-11 13:40,23,2,93,0.2,22,22.3,995.8
2018-08-11 13:30,51,19,96,0.4,13,22.1,995.6
2018-08-11 13:20,43,20,96,0.8,6,21.9,995.6
2018-08-11 13:10,31,10,96,3.4,2,21.9,996
2018-08-11 13:00,40,1,96,4.8,1,22,996.5
2018-08-11 12:40,68,19,93,1,0,22.1,996.5
2018-08-11 12:30,33,353,92,1.2,0,22.5,996.2
2018-08-11 12:20,43,1,93,4,1,22,995.5
2018-08-11 12:10,25,342,81,0.8,-1,23.7,995.8
2018-08-11 12:00,62,349,81,0,-1,27,995.7
2018-08-11 11:50,61,30,78,0,-1,27.4,994.9
2018-08-11 11:40,89,51,79,0,0,28,994.9
2018-08-11 11:30,63,43,79,0,0,28,994.8
2018-08-11 11:20,94,47,80,0,-1,28,994.5
2018-08-11 11:10,135,114,80,0,-1,27.6,994.3
2018-08-11 11:00,144,128,80,0,-1,27.6,994.4
2018-08-11 10:50,139,129,80,0,-1,27.5,994.3
2018-08-11 10:40,141,128,77,0,-1,27.8,994.3
2018-08-11 10:30,158,139,78,0,-1,28.2,994.2
2018-08-11 10:20,158,141,83,0,-1,28.2,994.1
2018-08-11 10:10,152,127,84,0,-1,28,994.1
2018-08-11 10:00,150,133,85,0,-1,27.9,994.1
2018-08-11 09:50,146,138,86,0,-1,27.8,994
2018-08-11 09:40,157,143,86,0,-1,27.8,993.9
2018-08-11 09:30,146,121,85,0,-1,27.7,994
2018-08-11 09:20,141,127,85,0,-1,27.7,994.1
2018-08-11 09:10,136,119,83,0,-1,27.8,994
2018-08-11 09:00,113,100,80,0,-1,28,994.1
2018-08-11 08:50,118,95,78,0,-1,28.2,994.2
2018-08-11 08:40,107,80,78,0,-1,28.2,994.2
2018-08-11 08:30,103,73,78,0,-1,28.3,994.3
2018-08-11 08:20,134,111,80,0,-1,27.9,994.4
2018-08-11 08:10,154,139,77,0,-1,28.2,994.5
2018-08-11 08:00,152,130,76,0,-1,28.3,994.4
2018-08-11 07:50,119,92,74,0,-1,28.4,994.5
2018-08-11 07:40,147,115,73,0,-1,28.5,994.5
2018-08-11 07:30,143,102,72,0,-1,28.8,994.6
2018-08-11 07:20,149,67,69,0,-1,29.2,994.6
2018-08-11 07:10,71,44,69,0,-1,29.2,994.6
2018-08-11 07:00,63,45,69,0,-1,29.2,994.7
2018-08-11 06:50,116,77,72,0,-1,29,994.7
2018-08-11 06:40,67,49,67,0,-1,29.6,994.8
2018-08-11 06:30,73,49,65,0,-1,29.8,994.8
2018-08-11 06:20,58,46,63,0,-1,30,994.9
2018-08-11 06:10,58,39,62,0,-1,30.3,994.8
2018-08-11 06:00,54,31,61,0,-1,30.5,994.8
2018-08-11 05:50,54,35,60,0,-1,30.8,994.9
2018-08-11 05:40,57,25,61,0,-1,30.9,994.9
2018-08-11 05:30,58,29,62,0,-1,30.8,994.9
2018-08-11 05:20,53,25,63,0,-1,30.8,994.9
2018-08-11 05:10,37,11,64,0,-1,30.8,994.9
2018-08-11 05:00,75,38,62,0,-1,30.6,994.9
2018-08-11 04:50,92,72,64,0,-1,30.7,994.6
2018-08-11 04:40,96,85,64,0,-1,30.5,994.6
2018-08-11 04:30,96,83,63,0,-1,30.6,994.6
2018-08-11 04:20,95,85,65,0,-1,30.4,994.5
2018-08-11 04:10,94,77,64,0,-1,30.8,994.4
2018-08-11 04:00,88,70,63,0,-1,30.9,994.3
2018-08-11 03:50,81,58,60,0,-1,31.3,994.3
2018-08-11 03:40,60,37,57,0,-1,31.7,994.2
2018-08-11 03:30,218,36,57,0,-1,31.8,993.8
2018-08-11 03:20,360,214,58,0,-1,31.5,993.8
2018-08-11 03:10,63,42,59,0,-1,31.5,993.7
2018-08-11 03:00,60,49,57,0,-1,31.5,993.6
2018-08-11 02:50,68,49,55,0,-1,31.6,993.5
2018-08-11 02:40,90,50,51,0,-1,32.1,993.5
2018-08-11 02:30,78,38,50,0,-1,32.3,993.6
2018-08-11 02:20,60,50,50,0,1,32.3,993.4
2018-08-11 02:10,52,6,49,0,4,32.7,993.4
