Red,ESIME,,,,,,
Estación,UNISON,,,,,,
Ubicación,SONORA,,,,,,
Latitud (N),29.014278,,,,,,
Longitud (O),-111.135593,,,,,,
Altitud,0,,,,,,
,,,,,,,
,,,,,,,
AAAA/MM/DD HH:MM HORAZ,Dirección de ráfaga (grados),Dirección del Viento (grados),Humedad relativa (%),Precipitación (mm),Radiación Solar (W/m²),Temperatura del Aire (°C),Presión Atmosférica
2018-09-04 18:10,135,338,,,,,
2018-09-04 18:00,214,37,,,,,
2018-09-04 17:50,172,70,,,,,
2018-09-04 17:40,251,53,46,0,838,34.9,993.5
2018-09-04 17:20,246,163,53,0,724,33.8,993.7
2018-09-04 17:10,310,201,51,0,775,34.2,993.7
2018-09-04 13:30,58,45,92,0,26,25.6,992.8
2018-09-04 13:20,68,49,93,0,14,25.4,992.7
2018-09-04 13:10,63,47,93,0,5,25.3,992.5
2018-09-04 13:00,81,66,93,0,1,25.3,992.4
2018-09-04 12:50,69,56,94,0,-1,25.1,992.4
2018-09-04 12:40,51,39,94,0,-1,25.1,992.3
2018-09-04 12:30,55,48,94,0,-1,25.1,992.3
2018-09-04 12:20,54,46,94,0,-1,25.2,992.2
2018-09-04 12:10,88,62,93,0,-1,25.2,992.2
2018-09-04 12:00,71,45,93,0,-1,25.3,992.1
2018-09-04 11:50,74,41,93,0,-1,25.4,992.1
2018-09-04 11:40,28,6,92,0,-1,25.6,992
2018-09-04 11:30,77,61,92,0,-1,25.7,992
2018-09-04 11:20,71,42,92,0,-1,25.6,992.1
2018-09-04 11:10,49,38,92,0,-1,25.4,992.1
2018-09-04 11:00,0,0,92,0,-1,25.4,992
2018-09-04 10:50,66,41,91,0,-1,25.5,992
2018-09-03 22:10,283,229,43,0,131,34.9,990
2018-09-03 22:00,315,267,41,0,194,35.5,990.2
2018-09-03 21:50,246,133,42,0,178,35.2,990.4
2018-09-03 21:40,251,66,39,0,182,36.1,990.6
2018-09-03 21:30,223,111,38,0,899,36.6,990.8
2018-09-03 21:20,241,54,39,0,888,36.7,990.9
2018-09-03 21:10,286,95,39,0,883,36.6,991
2018-09-03 21:00,251,99,41,0,901,36.2,991.2
2018-09-03 20:50,351,168,39,0,912,36.4,991.4
2018-09-03 20:40,197,59,37,0,925,36.4,991.6
2018-09-03 20:30,108,41,39,0,934,35.6,991.8
2018-09-03 20:20,211,50,37,0,947,36.1,992
2018-09-03 20:10,95,213,36,0,962,36.2,992.2
2018-09-03 20:00,191,145,41,0,973,35.3,992.4
2018-09-03 19:50,354,188,43,0,971,35.9,992.5
2018-09-03 13:40,42,19,87,0,66,26.1,993.9
2018-09-03 13:30,46,31,89,0,43,25.7,993.8
2018-09-03 13:20,58,39,92,0,20,25.1,993.7
2018-09-03 13:10,59,42,92,0,5,25.1,993.6
2018-09-03 12:30,68,48,92,0,-1,25.4,993.4
2018-09-03 12:20,65,34,91,0,-1,25.4,993.3
2018-09-02 22:40,201,173,49,0,647,35,990.7
2018-09-02 22:10,181,157,52,0,569,34,990.7
2018-09-02 22:00,190,148,50,0,287,33.9,990.8
2018-09-02 21:40,161,112,45,0,288,35.3,991.1
2018-09-02 21:30,153,115,45,0,206,35.2,991.3
2018-09-02 21:20,142,99,43,0,431,36.4,991.4
2018-09-02 21:10,152,66,40,0,277,36.5,991.5
2018-09-02 21:00,179,82,39,0,994,36.5,991.6
2018-09-02 20:50,153,88,39,0,927,37.2,991.8
2018-09-02 20:40,159,116,40,0,972,36.5,991.9
2018-09-02 20:30,158,106,41,0,1036,36.4,992.1
2018-09-02 20:20,110,55,41,0,1062,36.6,992.2
2018-09-02 20:10,137,79,43,0,841,35.8,992.4
2018-09-02 20:00,182,95,43,0,983,35.7,992.5
2018-09-02 19:50,169,66,43,0,441,35.6,992.6
2018-09-02 19:40,127,94,43,0,1013,35.6,992.8
2018-09-02 19:30,289,92,45,0,1021,35.7,992.9
2018-09-02 19:20,301,72,44,0,486,36,993
2018-09-02 19:10,167,83,45,0,1026,35.2,993.2
2018-09-02 19:00,257,91,47,0,252,34.7,993.3
2018-09-02 18:50,200,113,48,0,1049,35.1,993.3
2018-09-02 18:40,178,72,47,0,1014,34.9,993.4
2018-09-02 18:30,171,115,49,0,900,34.3,993.6
2018-09-02 18:20,191,101,50,0,1034,34.6,993.6
2018-09-02 18:10,153,89,50,0,1047,33.7,993.8
2018-09-02 01:00,125,110,54,0,136,34.5,
2018-09-02 00:50,141,122,50,0,115,34.8,988.5
2018-09-02 00:40,142,121,52,0,180,34.7,988.5
2018-09-02 00:30,132,113,48,0,64,35.2,988.5
2018-09-02 00:20,121,102,46,0,266,35.7,988.6
2018-09-02 00:10,124,104,47,0,294,35.7,988.7
2018-09-02 00:00,137,107,47,0,339,35.6,988.7
2018-09-01 23:50,132,104,45,0,372,35.5,988.8
2018-09-01 23:40,123,106,45,0,419,35,988.8
2018-09-01 23:30,116,98,45,0,461,34.9,988.8
2018-09-01 23:20,105,72,44,0,533,34.8,988.8
2018-09-01 23:00,121,102,57,0,254,32.5,989.2
2018-09-01 22:50,137,108,49,0,261,35,989
2018-09-01 22:40,172,132,43,0,542,36.7,989.1
2018-09-01 22:30,331,151,39,0,783,37.9,988.9
2018-09-01 22:20,142,78,39,0,215,37.7,989
2018-09-01 22:10,228,170,39,0,855,38.4,989
2018-09-01 22:00,230,133,39,0,890,38.2,989.3
2018-09-01 21:50,100,65,41,0,892,36.9,989.4
2018-09-01 21:40,165,100,43,0,212,36,989.5
2018-09-01 21:30,172,109,44,0,663,36.2,989.8
2018-09-01 21:20,133,105,44,0,263,35.8,989.9
2018-09-01 21:10,140,96,43,0,208,36.6,990.1
2018-09-01 21:00,218,129,43,0,364,36.4,990.3
2018-09-01 20:50,147,108,41,0,941,37.2,990.4
2018-09-01 20:40,129,87,41,0,964,37.5,990.6
2018-09-01 20:30,119,79,40,0,976,37.6,990.7
2018-09-01 20:20,160,96,41,0,957,37.1,990.9
2018-09-01 20:10,151,83,42,0,960,36.9,991.1
2018-09-01 20:00,153,104,43,0,974,36.2,991.2
2018-09-01 19:50,149,96,43,0,1006,36.6,991.3
2018-09-01 19:40,145,96,44,0,1014,36.5,991.5
2018-09-01 19:30,123,64,44,0,998,36.3,991.6
2018-09-01 19:20,197,68,45,0,998,36.3,991.7
2018-09-01 19:10,124,78,45,0,1001,35.9,991.8
2018-09-01 19:00,114,57,46,0,998,35.7,991.9
2018-09-01 18:50,83,42,48,0,786,35.3,992.1
2018-09-01 18:40,110,55,47,0,725,35.4,992.3
2018-09-01 18:30,78,52,49,0,960,35,992.3
2018-09-01 18:20,87,47,48,0,943,34.5,
2018-09-01 18:10,84,34,47,0,850,35,992.6
2018-09-01 18:00,201,82,46,0,895,35.2,992.7
2018-09-01 17:50,136,60,47,0,873,35.3,992.8
2018-09-01 17:40,168,112,49,0,850,30.9,992.9
2018-09-01 13:30,73,59,80,0,24,26.8,991.5
2018-09-01 13:20,70,51,81,0,17,26.7,991.3
2018-09-01 13:10,80,56,83,0,4,26.7,991.2
2018-09-01 13:00,65,53,85,0,0,26.6,991.1
2018-09-01 12:50,63,52,86,0,-1,26.7,991.1
2018-09-01 12:40,68,55,88,0,-1,26.6,991.1
2018-09-01 12:30,58,35,88,0,-1,26.6,991
2018-09-01 01:10,216,183,46,0,85,35.4,987.9
2018-09-01 01:00,168,140,48,0,116,36.1,987.9
2018-09-01 00:50,146,127,45,0,146,36,988
2018-09-01 00:40,264,59,41,0,50,37.1,988
2018-09-01 00:30,73,276,38,0,50,38,987.9
2018-09-01 00:20,176,94,37,0,265,38.3,987.9
2018-09-01 00:10,292,146,37,0,304,38.1,987.9
2018-09-01 00:00,198,123,37,0,339,38,988
2018-08-31 23:50,55,4,37,0,376,38.1,988
2018-08-31 23:40,83,12,39,0,418,38.1,988.1
2018-08-31 23:30,129,336,37,0,456,38.2,988.3
2018-08-31 23:20,89,359,37,0,494,38.3,988.4
2018-08-31 23:10,348,298,38,0,522,38.2,988.4
2018-08-31 23:00,108,302,39,0,563,37.6,988.5
2018-08-31 22:50,153,88,39,0,595,38.2,988.6
2018-08-31 22:40,183,109,39,0,626,38,988.7
2018-08-31 22:30,184,99,38,0,658,38.3,988.9
2018-08-31 22:20,269,124,39,0,691,38,989
2018-08-31 22:10,210,162,39,0,716,38.2,989.2
2018-08-31 22:00,217,145,39,0,748,37.7,989.2
2018-08-31 21:50,170,80,39,0,774,38,989.4
2018-08-31 21:40,131,82,40,0,800,37.6,989.6
2018-08-31 21:30,91,348,39,0,823,37.6,989.8
2018-08-31 21:20,167,327,40,0,845,37.4,990
2018-08-31 21:10,62,170,42,0,868,37.4,990.3
2018-08-31 21:00,180,80,42,0,884,37.3,990.5
2018-08-31 20:50,241,95,43,0,896,37.2,990.7
2018-08-31 20:40,9,249,42,0,910,37.9,990.9
2018-08-31 20:30,321,225,42,0,924,37,991.2
2018-08-31 20:20,180,105,43,0,950,37.2,991.4
2018-08-31 20:10,286,139,44,0,942,37.1,991.5
2018-08-31 20:00,276,59,45,0,945,36.5,991.7
2018-08-31 19:50,102,7,45,0,960,36.7,991.8
2018-08-31 19:40,154,65,46,0,983,36.2,991.9
2018-08-31 19:30,242,77,46,0,991,36.7,992.1
2018-08-31 19:20,351,242,45,0,980,36.1,992.3
2018-08-31 19:10,28,253,44,0,1000,36.4,992.5
2018-08-31 19:00,76,282,46,0,1000,36,992.7
2018-08-31 18:50,326,261,47,0,957,36.4,992.8
2018-08-31 18:40,110,331,45,0,939,35.8,993
2018-08-31 18:30,184,91,47,0,933,36.1,993
2018-08-31 18:20,268,91,49,0,918,35.9,993
2018-08-31 18:10,321,103,50,0,880,35.3,993.2
2018-08-31 18:00,246,103,50,0,876,35.3,993.3
2018-08-31 17:50,171,78,51,0,858,35.2,993.4
2018-08-31 17:40,150,58,52,0,834,35.1,993.4
2018-08-31 13:40,34,21,88,0,65,26.6,993.7
2018-08-31 13:30,31,20,90,0,40,26.2,993.6
2018-08-31 13:20,39,27,92,0,18,25.9,993.7
2018-08-31 13:10,40,28,91,0,7,25.9,993.6
2018-08-31 13:00,34,25,91,0,2,25.9,993.5
2018-08-31 12:50,39,27,92,0,-1,25.7,993.4
2018-08-31 12:40,48,38,93,0,-1,25.6,993.3
2018-08-31 12:30,44,34,93,0,-1,25.8,993.3
2018-08-31 12:20,29,17,92,0,-1,25.9,993.2
2018-08-31 12:10,28,9,91,0,-1,25.9,993.2
2018-08-31 12:00,23,1,92,0,-1,25.9,993.2
2018-08-31 11:50,354,339,93,0,-1,25.8,993.1
2018-08-31 11:40,334,315,94,0,-1,25.6,993.1
2018-08-31 11:30,353,332,95,0,-1,25.7,993
2018-08-31 11:20,357,340,95,0,-1,25.7,993
2018-08-31 11:10,336,325,94,0,0,25.7,993.1
2018-08-31 11:00,0,0,94,0,-1,25.7,993
2018-08-31 10:50,0,0,94,0,-1,25.7,993
2018-08-31 10:40,273,254,94,0,-1,25.8,992.9
2018-08-31 10:30,280,274,94,0,-1,25.8,992.9
2018-08-31 10:20,327,295,95,0,-1,25.9,993
2018-08-31 10:10,359,331,94,0,-1,25.9,993
2018-08-31 10:00,17,1,95,0,-1,26,993.2
2018-08-31 09:50,13,359,94,0,-1,25.9,993.3
2018-08-31 09:40,0,0,93,0,-1,26.1,993.3
2018-08-31 09:30,20,357,94,0,-1,25.9,993.3
2018-08-31 09:20,0,0,95,0,-1,25.9,993.3
2018-08-31 09:10,0,0,94,0,-1,26,993.2
2018-08-31 09:00,31,14,93,0,-1,26.1,993.2
2018-08-31 08:50,24,11,94,0,-1,26.2,993.3
2018-08-31 08:40,10,344,93,0,-1,26.1,993.3
2018-08-31 08:30,340,320,92,0,-1,26.2,993.3
2018-08-31 08:20,0,0,93,0,-1,26.3,993.4
2018-08-31 08:10,67,53,91,0,-1,26.2,993.5
2018-08-31 08:00,61,43,90,0,-1,26.5,993.6
2018-08-31 07:50,56,30,90,0,-1,26.7,993.6
2018-08-31 07:40,54,35,85,0,-1,27.1,993.7
2018-08-31 07:30,37,21,85,0,-1,27.1,993.7
2018-08-31 07:20,55,42,88,0,-1,26.8,993.8
2018-08-31 07:10,57,49,89,0,-1,26.8,993.9
2018-08-31 07:00,72,58,89,0,-1,26.7,993.7
2018-08-31 06:50,0,0,89,0,-1,27,993.7
2018-08-31 06:40,0,0,87,0,-1,27.2,993.6
2018-08-31 06:30,238,147,87,0,-1,27.1,993.7
2018-08-31 06:20,251,229,85,0,-1,27.3,993.7
2018-08-30 23:40,78,341,47,0,58,34.7,991.9
2018-08-30 23:30,32,354,45,0,106,35.4,992
2018-08-30 23:20,59,11,44,0,488,35.9,992.1
2018-08-30 23:10,36,337,43,0,527,36.2,992.2
2018-08-30 23:00,174,349,43,0,563,36.6,992.3
2018-08-30 22:50,142,345,44,0,597,36.5,992.3
2018-08-30 22:40,58,267,44,0,630,36.4,992.4
2018-08-30 22:30,319,86,44,0,663,35.9,992.5
2018-08-30 22:20,186,55,44,0,691,36.1,992.7
2018-08-30 22:10,47,335,45,0,715,35.9,992.9
2018-08-30 22:00,79,359,46,0,749,35.5,993
2018-08-30 21:50,135,358,47,0,775,35.5,993
2018-08-30 21:40,127,7,47,0,800,35.5,993.2
2018-08-30 21:30,91,41,47,0,831,35.4,993.4
2018-08-30 21:20,20,341,46,0,870,35.3,993.6
2018-08-30 21:10,87,41,47,0,877,35.4,993.8
2018-08-30 21:00,261,127,48,0,894,35.1,994
2018-08-30 20:50,103,65,47,0,943,35,994.1
2018-08-30 20:40,123,26,50,0,921,35.2,994.3
2018-08-30 20:30,86,20,48,0,929,34.8,994.4
2018-08-30 20:20,214,70,48,0,943,35.1,994.5
2018-08-30 14:40,55,34,72,0,202,26.5,996.1
2018-08-30 14:30,64,43,74,0,260,26.5,996.1
2018-08-30 14:20,53,27,77,0,208,25.7,995.9
2018-08-30 14:10,42,24,76,0,86,25.4,995.8
2018-08-30 14:00,47,22,74,0,73,25.5,995.7
2018-08-30 13:50,54,24,78,0.2,88,24.9,995.7
2018-08-30 13:40,29,5,82,0,47,24.4,995.5
2018-08-30 13:30,31,8,82,0,19,24.2,995.4
2018-08-30 13:20,20,2,82,0,12,24.1,995.3
2018-08-30 13:10,13,351,87,0,5,23.7,995.2
2018-08-30 13:00,23,356,88,0,2,23.5,995.1
2018-08-30 12:50,17,356,88,0,0,23.4,995
2018-08-30 12:40,8,347,90,0,-1,23.2,994.8
2018-08-30 12:30,9,352,88,0,-1,23.4,994.7
2018-08-30 12:20,6,348,88,0,-1,23.3,994.6
2018-08-30 12:10,337,316,88,0,-1,23.3,994.5
2018-08-30 12:00,5,335,86,0,-1,23.5,994.3
2018-08-30 11:40,17,355,87,0,-1,23.8,994.3
2018-08-30 11:30,358,347,90,0,-1,23.5,994.2
2018-08-30 11:20,5,351,88,0,-1,23.6,994.2
2018-08-30 11:10,342,336,91,0,-1,23.5,994.2
2018-08-30 11:00,25,1,91,0,-1,23.5,994
2018-08-30 10:50,20,330,89,0,-1,23.4,994.1
2018-08-30 10:40,273,249,94,0,-1,23.4,994.2
2018-08-30 10:30,0,0,93,0,-1,23.3,994.2
2018-08-30 10:20,0,0,91,0,-1,23.4,994.2
2018-08-30 10:10,358,339,87,0,-1,23.7,994.2
2018-08-30 09:40,193,184,89,0,-1,23.3,994.5
2018-08-30 09:10,314,120,83,0,-1,23.9,994.8
2018-08-30 09:00,5,332,79,0,-1,24.3,994.8
2018-08-30 08:50,34,5,78,0,-1,24.5,994.9
2018-08-30 08:40,56,28,77,0,-1,24.6,995
2018-08-30 08:30,74,41,76,0,-1,24.6,995.1
2018-08-30 08:20,66,46,76,0,-1,24.8,995.2
2018-08-30 08:10,58,37,74,0,-1,25,995.4
2018-08-30 08:00,61,36,74,0,-1,25.1,995.6
2018-08-30 07:50,67,47,76,0,-1,24.8,995.6
2018-08-30 07:40,70,51,76,0,-1,24.7,995.6
2018-08-30 07:30,77,55,76,0,-1,24.8,995.3
2018-08-30 07:20,80,67,77,0,-1,24.8,995.2
2018-08-30 07:10,85,68,77,0,-1,24.8,995.2
2018-08-30 07:00,93,83,76,0,-1,24.9,995.3
2018-08-30 06:50,98,86,75,0,-1,25,995.1
2018-08-30 06:40,104,93,76,0,-1,24.8,995.1
2018-08-30 06:30,113,93,82,0,-1,24.1,995.3
2018-08-30 06:20,120,107,82,0,-1,24.2,995.3
2018-08-30 06:10,161,136,80,0,-1,24.5,995.4
2018-08-30 06:00,301,91,72,0,-1,25.5,995.5
2018-08-30 05:30,41,11,69,0,-1,25.9,995.5
2018-08-30 05:20,34,4,70,0,-1,26.1,995.6
2018-08-30 05:10,26,358,69,0,-1,26.2,995.8
2018-08-30 05:00,17,357,70,0,-1,26.2,995.8
2018-08-30 04:50,15,355,68,0,-1,26.4,996.1
2018-08-30 04:30,20,352,71,0,-1,26.1,996.4
2018-08-30 04:20,7,347,72,0,-1,25.9,996.4
2018-08-30 04:10,3,344,72,0,-1,25.9,996.5
2018-08-30 04:00,360,334,70,0,-1,26.2,996.8
2018-08-30 03:50,338,315,69,0,-1,26.3,996.6
2018-08-30 03:40,336,311,69,0,-1,26.2,996.3
2018-08-30 03:30,329,307,69,0,-1,26.2,996.5
2018-08-30 03:20,317,294,69,0,-1,26.3,996.5
2018-08-30 03:10,326,276,76,0,0,26.2,996.4
2018-08-30 03:00,333,301,80,0,0,26,995.8
2018-08-30 02:50,344,315,80,0,0,25.8,995.5
2018-08-30 02:40,7,337,80,0,-1,25.8,995.2
2018-08-30 02:30,9,330,79,0,-1,25.7,995.1
2018-08-30 00:20,242,224,81,0,21,24.1,992.2
2018-08-30 00:10,248,232,81,0.4,15,23.9,992.7
2018-08-30 00:00,286,259,84,2,14,23.7,993.3
2018-08-29 23:10,203,172,46,0,135,35.7,991.9
2018-08-29 23:00,239,192,41,0,160,36.9,991.7
2018-08-29 22:50,240,200,41,0,703,37.9,991
2018-08-29 22:40,218,192,43,0,822,37.5,991.3
2018-08-29 22:30,240,207,43,0,826,37.4,991.2
2018-08-29 22:20,248,184,42,0,307,38.3,991.4
2018-08-29 22:10,201,161,37,0,359,38.2,991.7
2018-08-29 22:00,248,177,36,0,823,38.9,991.6
2018-08-29 21:50,250,208,36,0,885,38.6,991.7
2018-08-29 21:40,228,186,38,0,898,38.9,992
2018-08-29 21:30,225,181,37,0,999,38.2,992.1
2018-08-29 21:20,227,167,38,0,990,38.6,992.2
2018-08-29 21:10,205,148,39,0,1025,37.9,992.3
2018-08-29 21:00,212,161,41,0,825,37.4,992.6
2018-08-29 20:50,191,145,41,0,356,36.8,992.8
2018-08-29 20:40,334,196,42,0,335,36.6,992.8
2018-08-29 20:30,319,178,40,0,332,36.6,992.9
2018-08-29 20:20,259,110,40,0,338,37.3,993
2018-08-29 20:10,259,163,40,0,343,36.9,993.1
2018-08-29 20:00,257,158,40,0,364,37,993.2
2018-08-29 19:50,339,151,41,0,438,37.2,993.3
2018-08-29 19:40,208,89,41,0,397,37.5,993.4
2018-08-29 19:30,342,198,41,0,417,37.5,993.4
2018-08-29 19:20,228,68,38,0,679,38.1,993.5
2018-08-29 19:10,48,295,40,0,789,38,993.6
2018-08-29 19:00,203,105,42,0,822,37.1,993.7
2018-08-29 18:50,307,108,45,0,434,36.1,993.7
2018-08-29 18:40,170,102,46,0,391,35.5,993.8
2018-08-29 18:20,169,87,46,0,388,35.4,994
2018-08-29 17:30,201,118,46,0,358,35.4,994.2
2018-08-29 17:20,277,128,46,0,387,35.5,994.2
2018-08-29 17:10,117,42,46,0,822,35.8,994.1
2018-08-29 17:00,290,86,46,0,760,35.8,994.1
2018-08-29 16:50,143,47,46,0,724,35.5,994
2018-08-29 16:40,230,47,47,0,701,35.3,993.9
2018-08-29 01:00,181,165,42,0,73,35.9,990.7
2018-08-29 00:50,206,174,42,0,144,36.3,990.7
2018-08-29 00:40,216,169,41,0,137,36.4,990.6
2018-08-29 00:30,221,168,39,0,243,37.2,990.6
2018-08-29 00:20,214,178,38,0,240,37.1,990.7
2018-08-29 00:10,236,150,39,0,265,37.1,990.6
2018-08-29 00:00,185,115,32,0,347,38.4,990.6
2018-08-28 23:50,182,96,31,0,107,37.8,990.5
2018-08-28 23:40,129,265,29,0,186,39.2,990.5
2018-08-28 23:30,227,131,31,0,501,38.8,990.5
2018-08-28 23:20,164,138,30,0,546,38.6,990.6
2018-08-28 23:10,159,114,31,0,581,38.7,990.7
2018-08-28 23:00,171,132,31,0,611,38.6,990.8
2018-08-28 22:50,244,158,30,0,647,39.2,990.8
2018-08-28 22:40,19,132,32,0,675,39,990.9
2018-08-28 22:30,171,140,34,0,568,38,991
2018-08-28 22:20,313,123,33,0,492,38.1,991.1
2018-08-28 22:10,239,183,33,0,545,38.3,991.3
2018-08-28 22:00,241,119,35,0,768,38.9,991.4
2018-08-28 21:50,121,83,35,0,836,38.1,991.5
2018-08-28 21:40,123,65,38,0,483,37.8,991.6
2018-08-28 21:30,151,61,37,0,832,38.2,991.8
2018-08-28 21:20,70,37,38,0,924,37.7,991.9
2018-08-28 21:10,118,45,39,0,839,37.4,992
2018-08-28 21:00,228,28,39,0,867,37.4,992.2
2018-08-28 20:50,96,358,39,0,846,37.3,992.4
2018-08-28 20:40,191,24,40,0,797,36.8,992.5
2018-08-28 20:30,39,357,39,0,738,37,992.6
2018-08-28 20:20,61,40,41,0,910,36.8,992.8
2018-08-28 20:10,137,31,41,0,934,36.7,992.8
2018-08-28 20:00,117,25,40,0,598,37.9,992.9
2018-08-28 19:50,186,51,40,0,1023,37.7,993
2018-08-28 19:40,6,205,39,0,1021,37.2,993.1
2018-08-28 19:30,311,126,40,0,1012,37,993.2
2018-08-28 19:20,194,144,40,0,1004,36.6,993.4
2018-08-28 19:10,308,179,39,0,946,37,993.5
2018-08-28 19:00,330,175,41,0,934,36.7,993.5
2018-08-28 18:50,106,270,42,0,904,36.7,993.6
2018-08-28 18:40,163,113,43,0,925,36.3,993.7
2018-08-28 18:30,224,143,43,0,984,36.1,993.8
2018-08-28 18:20,177,103,41,0,905,36.1,993.9
2018-08-28 18:10,233,57,43,0,954,35.9,994
2018-08-28 18:00,177,118,44,0,930,36,994.1
2018-08-28 17:50,164,76,44,0,909,35.9,994.1
2018-08-28 13:30,42,29,91,0,43,25.4,993.8
2018-08-28 13:20,64,42,94,0,22,24.6,993.7
2018-08-28 13:10,207,108,94,0,8,24.6,993.6
2018-08-28 13:00,259,56,94,0,1,24.7,993.4
2018-08-28 12:50,67,35,94,0,-1,25,993.3
2018-08-28 12:40,71,64,94,0,-1,25,993.2
2018-08-28 12:30,79,63,93,0,-1,25,993.1
2018-08-28 12:20,82,57,93,0,-1,25,993
2018-08-28 00:20,115,77,49,0,239,35.2,991.2
2018-08-28 00:10,118,86,49,0,280,35.4,991.4
2018-08-28 00:00,114,78,47,0,318,35.5,991.5
2018-08-27 23:50,105,66,47,0,290,35.5,991.6
2018-08-27 23:40,109,82,45,0,326,35.9,991.8
2018-08-27 23:30,127,95,45,0,375,35.8,991.8
2018-08-27 23:20,132,104,45,0,436,35.9,991.7
2018-08-27 23:10,143,107,44,0,495,36.6,991.8
2018-08-27 23:00,145,104,44,0,599,36.4,991.9
2018-08-27 22:50,127,101,45,0,568,35.8,991.9
2018-08-27 22:40,121,95,42,0,631,35.6,992
2018-08-27 22:30,107,71,43,0,625,34.8,992.3
2018-08-27 22:20,113,89,45,0,616,34.1,992.2
2018-08-27 20:40,183,156,42,0,263,36.1,993.1
2018-08-27 20:30,177,139,40,0,295,36.6,993.2
2018-08-27 20:20,181,133,38,0,755,37.4,993.5
2018-08-27 20:10,175,135,38,0,550,37.2,993.5
2018-08-27 20:00,184,140,37,0,656,38.2,993.4
2018-08-27 19:50,167,141,39,0,753,36.9,993.7
2018-08-27 19:40,180,143,38,0,764,37.4,993.7
2018-08-27 19:30,191,167,40,0,849,37.3,993.9
2018-08-27 19:20,193,142,40,0,800,37.1,993.9
2018-08-27 19:10,154,125,39,0,694,37.4,994.2
2018-08-27 19:00,179,147,38,0,813,37.1,994.2
2018-08-27 18:50,183,153,37,0,1069,37.7,994.3
2018-08-27 18:40,164,118,39,0,1011,37.2,994.4
2018-08-27 18:30,188,108,41,0,961,37.2,994.5
2018-08-27 18:20,161,121,42,0,944,36.8,994.6
2018-08-27 18:10,240,140,43,0,921,37.1,994.5
2018-08-27 18:00,217,145,42,0,902,36.7,994.7
2018-08-27 17:50,139,100,43,0,886,36.3,994.6
2018-08-27 17:40,143,113,42,0,860,36.1,994.7
2018-08-27 17:30,181,122,43,0,837,35.9,994.7
2018-08-27 17:20,182,104,42,0,816,35.7,994.6
2018-08-27 13:20,49,34,94,0,26,26,993.6
2018-08-27 13:10,47,36,94,0,11,25.6,993.5
2018-08-27 13:00,54,42,91,0,3,25.3,993.4
2018-08-27 12:50,46,33,91,0,-1,25.5,993.3
2018-08-27 12:40,42,26,90,0,-1,25.8,993.2
2018-08-27 12:30,47,31,90,0,-1,25.5,993.1
2018-08-27 12:20,36,19,90,0,-1,25.7,993
2018-08-27 12:10,35,12,89,0,-1,25.7,992.9
2018-08-27 12:00,35,15,90,0,-1,25.3,992.8
2018-08-27 11:50,31,10,91,0,-1,25.1,992.8
2018-08-27 11:40,14,1,91,0,-1,25,992.9
2018-08-27 11:30,21,5,89,0,-1,25.2,993
2018-08-27 11:20,35,13,89,0,-1,25.4,993
2018-08-27 11:10,49,31,87,0,-1,25.3,993
2018-08-27 11:00,32,357,87,0,-1,25.7,993
2018-08-27 10:50,358,347,87,0,-1,25.7,993
2018-08-27 10:40,351,339,88,0,-1,25.5,993.1
2018-08-27 10:30,21,352,85,0,-1,25.5,993
2018-08-27 10:20,337,324,87,0,-1,25.7,993
2018-08-27 10:10,1,340,85,0,-1,25.6,993
2018-08-27 10:00,332,310,86,0,-1,25.7,993.1
2018-08-27 09:50,332,324,86,0,-1,25.7,993.1
2018-08-27 09:40,320,309,85,0,-1,25.8,993
2018-08-27 09:30,334,308,84,0,-1,25.6,993.2
2018-08-27 00:30,232,197,38,0,65,36.5,991.9
2018-08-27 00:20,204,163,34,0,74,37.7,991.9
2018-08-27 00:10,192,124,31,0,152,38.5,991.8
2018-08-27 00:00,164,90,28,0,262,38.8,991.8
2018-08-26 23:50,189,13,27,0,411,38.8,991.9
2018-08-26 23:40,274,201,28,0,447,39.3,992
2018-08-26 23:30,231,136,28,0,492,38.6,992.1
2018-08-26 23:20,191,125,30,0,531,38.5,992.2
2018-08-26 23:10,241,166,30,0,564,38.5,992.3
2018-08-26 23:00,271,221,29,0,601,38.8,992.4
2018-08-26 22:50,252,150,30,0,635,39,992.5
2018-08-26 22:40,260,200,30,0,664,38.5,992.7
2018-08-26 22:30,36,172,32,0,694,38.6,992.8
2018-08-26 22:20,192,149,32,0,723,38.4,992.8
2018-08-26 22:10,172,133,34,0,749,38.3,993
2018-08-26 22:00,301,147,34,0,784,38.3,993.1
2018-08-26 21:50,167,258,34,0,809,38.2,993.2
2018-08-26 21:40,314,114,34,0,841,38.7,993.3
2018-08-26 21:30,196,152,35,0,877,38,993.4
2018-08-26 21:20,329,125,36,0,900,38.2,993.4
2018-08-26 21:10,233,138,35,0,919,38,993.6
2018-08-26 21:00,261,150,38,0,927,38.2,993.7
2018-08-26 20:50,3,182,38,0,973,37.5,993.8
2018-08-26 20:40,325,117,39,0,168,37.2,994
2018-08-26 20:30,171,101,38,0,931,37.2,994.2
2018-08-26 20:20,139,74,39,0,976,37.6,994.3
2018-08-26 20:10,138,13,40,0,987,37.5,994.3
2018-08-26 20:00,273,132,39,0,1008,37.6,994.6
2018-08-26 19:10,210,117,41,0,994,36.5,995.1
2018-08-26 19:00,234,112,41,0,979,36.7,995.2
2018-08-26 18:50,247,81,41,0,959,36.3,995.3
