Plot Title: salinidad,,,,,,
#,Fecha,"Cond Low Rng, S/cm","Cond High Rng, S/cm","Temp, C","Specific Conductance, S/cm","Salinity, ppt"
415,8/20/18 20:15,33686,54525.5,28.02,51443.6,33.8003
416,8/20/18 20:30,33686,54525.5,28.02,51443.6,33.8003
417,8/20/18 20:45,33686,54525.5,28.02,51443.6,33.8003
418,8/20/18 21:00,33686,54525.5,28.02,51443.6,33.8003
419,8/20/18 21:15,33686,54525.5,28.02,51443.6,33.8003
420,8/20/18 21:30,33686,54525.5,28.02,51443.6,33.8003
421,8/20/18 21:45,33686,54525.5,28.02,51443.6,33.8003
422,8/20/18 22:00,33686,54525.5,28.02,51443.6,33.8003
423,8/20/18 22:15,33686,54525.5,28.02,51443.6,33.8003
424,8/20/18 22:30,33686,54525.5,28.02,51443.6,33.8003
425,8/20/18 22:45,33686,54525.5,28.02,51443.6,33.8003
426,8/20/18 23:00,33686,54525.5,28,51463.1,33.8146
427,8/20/18 23:15,33686,54525.5,28,51463.1,33.8146
428,8/20/18 23:30,33686,54525.5,28.02,51443.6,33.8003
429,8/20/18 23:45,33686,54525.5,28.02,51443.6,33.8003
430,8/21/18 0:00,33686,54525.5,28.02,51443.6,33.8003
431,8/21/18 0:15,33686,54525.5,28.03,51433.9,33.7931
432,8/21/18 0:30,33686,54525.5,28.03,51433.9,33.7931
433,8/21/18 0:45,33686,54525.5,28.03,51433.9,33.7931
434,8/21/18 1:00,33686,54525.5,28.03,51433.9,33.7931
435,8/21/18 1:15,33686,54525.5,28.02,51443.6,33.8003
436,8/21/18 1:30,33686,54525.5,28.03,51433.9,33.7931
437,8/21/18 1:45,33686,54525.5,28.03,51433.9,33.7931
438,8/21/18 2:00,33686,54525.5,28.05,51414.5,33.7788
439,8/21/18 2:15,33686,54525.5,28.05,51414.5,33.7788
440,8/21/18 2:30,33686,54525.5,28.05,51414.5,33.7788
441,8/21/18 2:45,33686,54525.5,28.05,51414.5,33.7788
442,8/21/18 3:00,33686,54525.5,28.06,51404.8,33.7716
443,8/21/18 3:15,33686,54525.5,28.06,51404.8,33.7716
444,8/21/18 3:30,33686,54525.5,28.06,51404.8,33.7716
445,8/21/18 3:45,33686,54525.5,28.08,51385.4,33.7573
446,8/21/18 4:00,33686,54525.5,28.08,51385.4,33.7573
447,8/21/18 4:15,33686,54525.5,28.08,51385.4,33.7573
448,8/21/18 4:30,33686,54525.5,28.08,51385.4,33.7573
449,8/21/18 4:45,33686,54525.5,28.08,51385.4,33.7573
450,8/21/18 5:00,33686,54525.5,28.09,51375.7,33.7502
451,8/21/18 5:15,33686,54525.5,28.09,51375.7,33.7502
452,8/21/18 5:30,33686,54525.5,28.08,51385.4,33.7573
453,8/21/18 5:45,33686,54525.5,28.08,51385.4,33.7573
454,8/21/18 6:00,33686,54525.5,28.08,51385.4,33.7573
455,8/21/18 6:15,33686,54525.5,28.09,51375.7,33.7502
456,8/21/18 6:30,33686,54525.5,28.08,51385.4,33.7573
457,8/21/18 6:45,33686,54525.5,28.09,51375.7,33.7502
458,8/21/18 7:00,33686,54525.5,28.09,51375.7,33.7502
459,8/21/18 7:15,33686,54525.5,28.08,51385.4,33.7573
460,8/21/18 7:30,33686,54525.5,28.08,51385.4,33.7573
461,8/21/18 7:45,33686,54525.5,28.08,51385.4,33.7573
462,8/21/18 8:00,33686,54525.5,28.08,51385.4,33.7573
463,8/21/18 8:15,33686,54525.5,28.08,51385.4,33.7573
464,8/21/18 8:30,33686,54525.5,28.06,51404.8,33.7716
465,8/21/18 8:45,33686,54525.5,28.06,51404.8,33.7716
466,8/21/18 9:00,33686,54525.5,28.06,51404.8,33.7716
467,8/21/18 9:15,33686,54525.5,28.06,51404.8,33.7716
468,8/21/18 9:30,33686,54525.5,28.05,51414.5,33.7788
469,8/21/18 9:45,33686,54525.5,28.03,51433.9,33.7931
470,8/21/18 10:00,33686,54525.5,28.06,51404.8,33.7716
471,8/21/18 10:15,33686,54525.5,28.06,51404.8,33.7716
472,8/21/18 10:30,33686,54525.5,28.05,51414.5,33.7788
473,8/21/18 10:45,33686,54525.5,28.05,51414.5,33.7788
474,8/21/18 11:00,33686,54525.5,28.03,51433.9,33.7931
475,8/21/18 11:15,33686,54525.5,28.03,51433.9,33.7931
476,8/21/18 11:30,33686,54525.5,28.02,51443.6,33.8003
477,8/21/18 11:45,33686,54525.5,28.02,51443.6,33.8003
478,8/21/18 12:00,33686,54525.5,28,51463.1,33.8146
479,8/21/18 12:15,33686,54525.5,28,51463.1,33.8146
480,8/21/18 12:30,33686,54525.5,28,51463.1,33.8146
481,8/21/18 12:45,33686,54525.5,27.99,51472.8,33.8218
482,8/21/18 13:00,33686,54525.5,27.99,51472.8,33.8218
483,8/21/18 13:15,33686,54525.5,27.99,51472.8,33.8218
484,8/21/18 13:30,33686,54525.5,27.97,51492.2,33.8361
485,8/21/18 13:45,33686,54525.5,27.97,51492.2,33.8361
486,8/21/18 14:00,33686,54525.5,27.96,51502,33.8433
487,8/21/18 14:15,33686,54525.5,27.96,51502,33.8433
488,8/21/18 14:30,33686,54525.5,27.94,51521.4,33.8577
489,8/21/18 14:45,33686,54525.5,27.94,51521.4,33.8577
490,8/21/18 15:00,33686,54525.5,27.94,51521.4,33.8577
491,8/21/18 15:15,33686,54525.5,27.93,51531.2,33.8649
492,8/21/18 15:30,33686,54525.5,27.91,51550.7,33.8793
493,8/21/18 15:45,33686,54525.5,27.89,51570.2,33.8937
494,8/21/18 16:00,33686,54525.5,27.86,51599.4,33.9153
495,8/21/18 16:15,33686,54525.5,27.84,51619,33.9297
496,8/21/18 16:30,33686,54525.5,27.83,51628.7,33.9369
497,8/21/18 16:45,33686,54525.5,27.83,51628.7,33.9369
498,8/21/18 17:00,33686,54525.5,27.81,51648.3,33.9514
499,8/21/18 17:15,33686,54525.5,27.81,51648.3,33.9514
500,8/21/18 17:30,33686,54525.5,27.81,51648.3,33.9514
501,8/21/18 17:45,33686,54525.5,27.81,51648.3,33.9514
502,8/21/18 18:00,33686,54525.5,27.81,51648.3,33.9514
503,8/21/18 18:15,33686,54525.5,27.81,51648.3,33.9514
504,8/21/18 18:30,33686,54525.5,27.81,51648.3,33.9514
505,8/21/18 18:45,33686,54525.5,27.81,51648.3,33.9514
506,8/21/18 19:00,33686,54525.5,27.81,51648.3,33.9514
507,8/21/18 19:15,33686,54525.5,27.81,51648.3,33.9514
508,8/21/18 19:30,33686,54525.5,27.81,51648.3,33.9514
509,8/21/18 19:45,33686,54525.5,27.81,51648.3,33.9514
510,8/21/18 20:00,33686,54525.5,27.81,51648.3,33.9514
511,8/21/18 20:15,33686,54525.5,27.81,51648.3,33.9514
512,8/21/18 20:30,33686,54525.5,27.81,51648.3,33.9514
513,8/21/18 20:45,33686,54525.5,27.81,51648.3,33.9514
514,8/21/18 21:00,33686,54525.5,27.81,51648.3,33.9514
515,8/21/18 21:15,33686,54525.5,27.81,51648.3,33.9514
516,8/21/18 21:30,33686,54525.5,27.8,51658.1,33.9586
517,8/21/18 21:45,33686,54525.5,27.81,51648.3,33.9514
518,8/21/18 22:00,33686,54525.5,27.81,51648.3,33.9514
519,8/21/18 22:15,33686,54525.5,27.8,51658.1,33.9586
520,8/21/18 22:30,33686,54525.5,27.8,51658.1,33.9586
521,8/21/18 22:45,33686,54525.5,27.81,51648.3,33.9514
522,8/21/18 23:00,33686,54525.5,27.81,51648.3,33.9514
523,8/21/18 23:15,33686,54525.5,27.81,51648.3,33.9514
524,8/21/18 23:30,33686,54525.5,27.81,51648.3,33.9514
525,8/21/18 23:45,33686,54525.5,27.81,51648.3,33.9514
526,8/22/18 0:00,33686,54525.5,27.8,51658.1,33.9586
527,8/22/18 0:15,33686,54525.5,27.78,51677.6,33.973
528,8/22/18 0:30,33686,54525.5,27.8,51658.1,33.9586
529,8/22/18 0:45,33686,54525.5,27.8,51658.1,33.9586
530,8/22/18 1:00,33686,54525.5,27.8,51658.1,33.9586
531,8/22/18 1:15,33686,54525.5,27.8,51658.1,33.9586
532,8/22/18 1:30,33686,54525.5,27.8,51658.1,33.9586
533,8/22/18 1:45,33686,54525.5,27.81,51648.3,33.9514
534,8/22/18 2:00,33686,54525.5,27.8,51658.1,33.9586
535,8/22/18 2:15,33686,54525.5,27.81,51648.3,33.9514
536,8/22/18 2:30,33686,54525.5,27.81,51648.3,33.9514
537,8/22/18 2:45,33686,54525.5,27.81,51648.3,33.9514
538,8/22/18 3:00,33686,54525.5,27.81,51648.3,33.9514
539,8/22/18 3:15,33686,54525.5,27.83,51628.7,33.9369
540,8/22/18 3:30,33686,54525.5,27.83,51628.7,33.9369
541,8/22/18 3:45,33686,54525.5,27.83,51628.7,33.9369
542,8/22/18 4:00,33686,54525.5,27.83,51628.7,33.9369
543,8/22/18 4:15,33686,54525.5,27.83,51628.7,33.9369
544,8/22/18 4:30,33686,54525.5,27.84,51619,33.9297
545,8/22/18 4:45,33686,54525.5,27.83,51628.7,33.9369
546,8/22/18 5:00,33686,54525.5,27.84,51619,33.9297
547,8/22/18 5:15,33686,54525.5,27.84,51619,33.9297
548,8/22/18 5:30,33686,54525.5,27.84,51619,33.9297
549,8/22/18 5:45,33686,54525.5,27.84,51619,33.9297
550,8/22/18 6:00,33686,54525.5,27.84,51619,33.9297
551,8/22/18 6:15,33686,54525.5,27.84,51619,33.9297
552,8/22/18 6:30,33686,54525.5,27.84,51619,33.9297
553,8/22/18 6:45,33686,54525.5,27.86,51599.4,33.9153
554,8/22/18 7:00,33686,54525.5,27.84,51619,33.9297
555,8/22/18 7:15,33686,54525.5,27.86,51599.4,33.9153
556,8/22/18 7:30,33686,54525.5,27.86,51599.4,33.9153
557,8/22/18 7:45,33686,54525.5,27.86,51599.4,33.9153
558,8/22/18 8:00,33686,54525.5,27.86,51599.4,33.9153
559,8/22/18 8:15,33686,54525.5,27.86,51599.4,33.9153
560,8/22/18 8:30,33686,54525.5,27.86,51599.4,33.9153
561,8/22/18 8:45,33686,54525.5,27.86,51599.4,33.9153
562,8/22/18 9:00,33686,54525.5,27.86,51599.4,33.9153
563,8/22/18 9:15,33686,54525.5,27.86,51599.4,33.9153
564,8/22/18 9:30,33686,54525.5,27.86,51599.4,33.9153
565,8/22/18 9:45,33686,54525.5,27.86,51599.4,33.9153
566,8/22/18 10:00,33686,54525.5,27.86,51599.4,33.9153
567,8/22/18 10:15,33686,54525.5,27.86,51599.4,33.9153
568,8/22/18 10:30,33686,54525.5,27.87,51589.7,33.9081
569,8/22/18 10:45,33686,54525.5,27.89,51570.2,33.8937
570,8/22/18 11:00,33686,54525.5,27.87,51589.7,33.9081
571,8/22/18 11:15,33686,54525.5,27.87,51589.7,33.9081
572,8/22/18 11:30,33686,54525.5,27.87,51589.7,33.9081
573,8/22/18 11:45,33686,54525.5,27.87,51589.7,33.9081
574,8/22/18 12:00,33686,54525.5,27.87,51589.7,33.9081
575,8/22/18 12:15,33686,54525.5,27.87,51589.7,33.9081
576,8/22/18 12:30,33686,54525.5,27.87,51589.7,33.9081
577,8/22/18 12:45,33686,54525.5,27.86,51599.4,33.9153
578,8/22/18 13:00,33686,54525.5,27.87,51589.7,33.9081
579,8/22/18 13:15,33686,54525.5,27.87,51589.7,33.9081
580,8/22/18 13:30,33686,54525.5,27.87,51589.7,33.9081
581,8/22/18 13:45,33686,54525.5,27.87,51589.7,33.9081
582,8/22/18 14:00,33686,54525.5,27.87,51589.7,33.9081
583,8/22/18 14:15,33686,54525.5,27.87,51589.7,33.9081
584,8/22/18 14:30,33686,54525.5,27.86,51599.4,33.9153
585,8/22/18 14:45,33686,54525.5,27.86,51599.4,33.9153
586,8/22/18 15:00,33686,54525.5,27.86,51599.4,33.9153
587,8/22/18 15:15,33686,54525.5,27.86,51599.4,33.9153
588,8/22/18 15:30,33686,54525.5,27.86,51599.4,33.9153
589,8/22/18 15:45,33686,54525.5,27.86,51599.4,33.9153
590,8/22/18 16:00,33686,54525.5,27.83,51628.7,33.9369
591,8/22/18 16:15,33686,54525.5,27.78,51677.6,33.973
592,8/22/18 16:30,33686,54525.5,27.75,51707,33.9947
593,8/22/18 16:45,33686,54525.5,27.74,51716.8,34.002
594,8/22/18 17:00,33686,54525.5,27.72,51736.4,34.0165
595,8/22/18 17:15,33686,54525.5,27.72,51736.4,34.0165
596,8/22/18 17:30,33686,54525.5,27.71,51746.2,34.0237
597,8/22/18 17:45,33686,54525.5,27.71,51746.2,34.0237
598,8/22/18 18:00,33686,54525.5,27.71,51746.2,34.0237
599,8/22/18 18:15,33686,54525.5,27.71,51746.2,34.0237
600,8/22/18 18:30,33686,54525.5,27.72,51736.4,34.0165
601,8/22/18 18:45,33686,54525.5,27.72,51736.4,34.0165
602,8/22/18 19:00,33686,54525.5,27.71,51746.2,34.0237
603,8/22/18 19:15,33686,54525.5,27.72,51736.4,34.0165
604,8/22/18 19:30,33686,54525.5,27.72,51736.4,34.0165
605,8/22/18 19:45,33686,54525.5,27.72,51736.4,34.0165
606,8/22/18 20:00,33686,54525.5,27.72,51736.4,34.0165
607,8/22/18 20:15,33686,54525.5,27.74,51716.8,34.002
608,8/22/18 20:30,33686,54525.5,27.74,51716.8,34.002
609,8/22/18 20:45,33686,54525.5,27.75,51707,33.9947
610,8/22/18 21:00,33686,54525.5,27.75,51707,33.9947
611,8/22/18 21:15,33686,54525.5,27.75,51707,33.9947
612,8/22/18 21:30,33686,54525.5,27.75,51707,33.9947
613,8/22/18 21:45,33686,54525.5,27.77,51687.4,33.9803
614,8/22/18 22:00,33686,54525.5,27.77,51687.4,33.9803
615,8/22/18 22:15,33686,54525.5,27.77,51687.4,33.9803
616,8/22/18 22:30,33686,54525.5,27.77,51687.4,33.9803
617,8/22/18 22:45,33686,54525.5,27.77,51687.4,33.9803
618,8/22/18 23:00,33686,54525.5,27.81,51648.3,33.9514
619,8/22/18 23:15,33686,54525.5,27.83,51628.7,33.9369
620,8/22/18 23:30,33686,54525.5,27.84,51619,33.9297
621,8/22/18 23:45,33686,54525.5,27.86,51599.4,33.9153
622,8/23/18 0:00,33686,54525.5,27.87,51589.7,33.9081
623,8/23/18 0:15,33686,54525.5,27.87,51589.7,33.9081
624,8/23/18 0:30,33686,54525.5,27.87,51589.7,33.9081
625,8/23/18 0:45,33686,54525.5,27.87,51589.7,33.9081
626,8/23/18 1:00,33686,54525.5,27.87,51589.7,33.9081
627,8/23/18 1:15,33686,54525.5,27.84,51619,33.9297
628,8/23/18 1:30,33686,54525.5,27.81,51648.3,33.9514
629,8/23/18 1:45,33686,54525.5,27.78,51677.6,33.973
630,8/23/18 2:00,33686,54525.5,27.75,51707,33.9947
631,8/23/18 2:15,33686,54525.5,27.75,51707,33.9947
632,8/23/18 2:30,33686,54525.5,27.75,51707,33.9947
633,8/23/18 2:45,33686,54525.5,27.75,51707,33.9947
634,8/23/18 3:00,33686,54525.5,27.75,51707,33.9947
635,8/23/18 3:15,33686,54525.5,27.77,51687.4,33.9803
636,8/23/18 3:30,33686,54525.5,27.77,51687.4,33.9803
637,8/23/18 3:45,33686,54525.5,27.78,51677.6,33.973
638,8/23/18 4:00,33686,54525.5,27.78,51677.6,33.973
639,8/23/18 4:15,33686,54525.5,27.8,51658.1,33.9586
640,8/23/18 4:30,33686,54525.5,27.8,51658.1,33.9586
641,8/23/18 4:45,33686,54525.5,27.8,51658.1,33.9586
642,8/23/18 5:00,33686,54525.5,27.81,51648.3,33.9514
643,8/23/18 5:15,33686,54525.5,27.83,51628.7,33.9369
644,8/23/18 5:30,33686,54525.5,27.83,51628.7,33.9369
645,8/23/18 5:45,33686,54525.5,27.84,51619,33.9297
646,8/23/18 6:00,33686,54525.5,27.84,51619,33.9297
647,8/23/18 6:15,33686,54525.5,27.86,51599.4,33.9153
648,8/23/18 6:30,33686,54525.5,27.86,51599.4,33.9153
649,8/23/18 6:45,33686,54525.5,27.87,51589.7,33.9081
650,8/23/18 7:00,33686,54525.5,27.87,51589.7,33.9081
651,8/23/18 7:15,33686,54525.5,27.87,51589.7,33.9081
652,8/23/18 7:30,33686,54525.5,27.89,51570.2,33.8937
653,8/23/18 7:45,33686,54525.5,27.89,51570.2,33.8937
654,8/23/18 8:00,33686,54525.5,27.89,51570.2,33.8937
655,8/23/18 8:15,33686,54525.5,27.9,51560.4,33.8865
656,8/23/18 8:30,33686,54525.5,27.9,51560.4,33.8865
657,8/23/18 8:45,33686,54525.5,27.9,51560.4,33.8865
658,8/23/18 9:00,33686,54525.5,27.91,51550.7,33.8793
659,8/23/18 9:15,33686,54525.5,27.91,51550.7,33.8793
660,8/23/18 9:30,33686,54525.5,27.91,51550.7,33.8793
661,8/23/18 9:45,33686,54525.5,27.91,51550.7,33.8793
662,8/23/18 10:00,33686,54525.5,27.91,51550.7,33.8793
663,8/23/18 10:15,33686,54525.5,27.91,51550.7,33.8793
664,8/23/18 10:30,33686,54525.5,27.93,51531.2,33.8649
665,8/23/18 10:45,33686,54525.5,27.91,51550.7,33.8793
666,8/23/18 11:00,33686,54525.5,27.96,51502,33.8433
667,8/23/18 11:15,33686,54525.5,27.97,51492.2,33.8361
668,8/23/18 11:30,33686,54525.5,27.96,51502,33.8433
669,8/23/18 11:45,33686,54525.5,27.96,51502,33.8433
670,8/23/18 12:00,33686,54525.5,27.96,51502,33.8433
671,8/23/18 12:15,33686,54525.5,27.96,51502,33.8433
672,8/23/18 12:30,33686,54525.5,27.97,51492.2,33.8361
673,8/23/18 12:45,33686,54525.5,27.97,51492.2,33.8361
674,8/23/18 13:00,33686,54525.5,27.97,51492.2,33.8361
675,8/23/18 13:15,33686,54525.5,27.97,51492.2,33.8361
676,8/23/18 13:30,33686,54525.5,27.99,51472.8,33.8218
677,8/23/18 13:45,33686,54525.5,27.99,51472.8,33.8218
678,8/23/18 14:00,33686,54525.5,28,51463.1,33.8146
679,8/23/18 14:15,33686,54525.5,28,51463.1,33.8146
680,8/23/18 14:30,33686,54525.5,28,51463.1,33.8146
681,8/23/18 14:45,33686,54525.5,28,51463.1,33.8146
682,8/23/18 15:00,33686,54525.5,28,51463.1,33.8146
683,8/23/18 15:15,33686,54525.5,27.99,51472.8,33.8218
684,8/23/18 15:30,33686,54525.5,28,51463.1,33.8146
685,8/23/18 15:45,33686,54525.5,27.99,51472.8,33.8218
686,8/23/18 16:00,33686,54525.5,27.99,51472.8,33.8218
687,8/23/18 16:15,33686,54525.5,27.99,51472.8,33.8218
688,8/23/18 16:30,33686,54525.5,27.97,51492.2,33.8361
689,8/23/18 16:45,33686,54525.5,27.91,51550.7,33.8793
690,8/23/18 17:00,33686,54525.5,27.86,51599.4,33.9153
691,8/23/18 17:15,33686,54525.5,27.84,51619,33.9297
692,8/23/18 17:30,33686,54525.5,27.83,51628.7,33.9369
693,8/23/18 17:45,33686,54525.5,27.81,51648.3,33.9514
694,8/23/18 18:00,33686,54525.5,27.81,51648.3,33.9514
695,8/23/18 18:15,33686,54525.5,27.81,51648.3,33.9514
696,8/23/18 18:30,33686,54525.5,27.81,51648.3,33.9514
697,8/23/18 18:45,33686,54525.5,27.81,51648.3,33.9514
698,8/23/18 19:00,33686,54525.5,27.81,51648.3,33.9514
699,8/23/18 19:15,33686,54525.5,27.81,51648.3,33.9514
700,8/23/18 19:30,33686,54525.5,27.83,51628.7,33.9369
701,8/23/18 19:45,33686,54525.5,27.83,51628.7,33.9369
702,8/23/18 20:00,33686,54525.5,27.83,51628.7,33.9369
703,8/23/18 20:15,33686,54525.5,27.84,51619,33.9297
704,8/23/18 20:30,33686,54525.5,27.83,51628.7,33.9369
705,8/23/18 20:45,33686,54525.5,27.84,51619,33.9297
706,8/23/18 21:00,33686,54525.5,27.84,51619,33.9297
707,8/23/18 21:15,33686,54525.5,27.86,51599.4,33.9153
708,8/23/18 21:30,33686,54525.5,27.86,51599.4,33.9153
709,8/23/18 21:45,33686,54525.5,27.87,51589.7,33.9081
710,8/23/18 22:00,33686,54525.5,27.86,51599.4,33.9153
711,8/23/18 22:15,33686,54525.5,27.87,51589.7,33.9081
712,8/23/18 22:30,33686,54525.5,27.87,51589.7,33.9081
713,8/23/18 22:45,33686,54525.5,27.87,51589.7,33.9081
714,8/23/18 23:00,33686,54525.5,27.89,51570.2,33.8937
715,8/23/18 23:15,33686,54525.5,27.93,51531.2,33.8649
716,8/23/18 23:30,33686,54525.5,27.96,51502,33.8433
717,8/23/18 23:45,33686,54525.5,27.97,51492.2,33.8361
718,8/24/18 0:00,33686,54525.5,27.99,51472.8,33.8218
719,8/24/18 0:15,33686,54525.5,27.99,51472.8,33.8218
720,8/24/18 0:30,33686,54525.5,28,51463.1,33.8146
721,8/24/18 0:45,33686,54525.5,28.02,51443.6,33.8003
722,8/24/18 1:00,33686,54525.5,28.02,51443.6,33.8003
723,8/24/18 1:15,33686,54525.5,28.02,51443.6,33.8003
724,8/24/18 1:30,33686,54525.5,28.03,51433.9,33.7931
725,8/24/18 1:45,33686,54525.5,28.03,51433.9,33.7931
726,8/24/18 2:00,33686,54525.5,28.03,51433.9,33.7931
727,8/24/18 2:15,33686,54525.5,27.99,51472.8,33.8218
728,8/24/18 2:30,33686,54525.5,27.91,51550.7,33.8793
729,8/24/18 2:45,33686,54525.5,27.89,51570.2,33.8937
730,8/24/18 3:00,33686,54525.5,27.87,51589.7,33.9081
731,8/24/18 3:15,33686,54525.5,27.87,51589.7,33.9081
732,8/24/18 3:30,33686,54525.5,27.87,51589.7,33.9081
733,8/24/18 3:45,33686,54525.5,27.89,51570.2,33.8937
734,8/24/18 4:00,33686,54525.5,27.89,51570.2,33.8937
735,8/24/18 4:15,33686,54525.5,27.89,51570.2,33.8937
736,8/24/18 4:30,33686,54525.5,27.89,51570.2,33.8937
737,8/24/18 4:45,33686,54525.5,27.89,51570.2,33.8937
738,8/24/18 5:00,33686,54525.5,27.9,51560.4,33.8865
739,8/24/18 5:15,33686,54525.5,27.9,51560.4,33.8865
740,8/24/18 5:30,33686,54525.5,27.9,51560.4,33.8865
741,8/24/18 5:45,33686,54525.5,27.91,51550.7,33.8793
742,8/24/18 6:00,33686,54525.5,27.91,51550.7,33.8793
743,8/24/18 6:15,33686,54525.5,27.91,51550.7,33.8793
744,8/24/18 6:30,33686,54525.5,27.91,51550.7,33.8793
745,8/24/18 6:45,33686,54525.5,27.93,51531.2,33.8649
746,8/24/18 7:00,33686,54525.5,27.93,51531.2,33.8649
747,8/24/18 7:15,33686,54525.5,27.94,51521.4,33.8577
748,8/24/18 7:30,33686,54525.5,27.94,51521.4,33.8577
749,8/24/18 7:45,33686,54525.5,27.96,51502,33.8433
750,8/24/18 8:00,33686,54525.5,27.97,51492.2,33.8361
751,8/24/18 8:15,33686,54525.5,27.97,51492.2,33.8361
752,8/24/18 8:30,33686,54525.5,27.97,51492.2,33.8361
753,8/24/18 8:45,33686,54525.5,27.99,51472.8,33.8218
754,8/24/18 9:00,33686,54525.5,27.99,51472.8,33.8218
755,8/24/18 9:15,33686,54525.5,27.99,51472.8,33.8218
756,8/24/18 9:30,33686,54525.5,28,51463.1,33.8146
757,8/24/18 9:45,33686,54525.5,28,51463.1,33.8146
758,8/24/18 10:00,33686,54525.5,28,51463.1,33.8146
759,8/24/18 10:15,33686,54525.5,28.02,51443.6,33.8003
760,8/24/18 10:30,33686,54525.5,28.02,51443.6,33.8003
761,8/24/18 10:45,33686,54525.5,28.02,51443.6,33.8003
762,8/24/18 11:00,33686,54525.5,28.02,51443.6,33.8003
763,8/24/18 11:15,33686,54525.5,28.05,51414.5,33.7788
764,8/24/18 11:30,33686,54525.5,28.06,51404.8,33.7716
765,8/24/18 11:45,33686,54525.5,28.08,51385.4,33.7573
766,8/24/18 12:00,33686,54525.5,28.06,51404.8,33.7716
767,8/24/18 12:15,33686,54525.5,28.08,51385.4,33.7573
768,8/24/18 12:30,33686,54525.5,28.08,51385.4,33.7573
769,8/24/18 12:45,33686,54525.5,28.09,51375.7,33.7502
770,8/24/18 13:00,33686,54525.5,28.1,51366,33.743
771,8/24/18 13:15,33686,54525.5,28.1,51366,33.743
772,8/24/18 13:30,33686,54525.5,28.12,51346.7,33.7287
773,8/24/18 13:45,33686,54525.5,28.12,51346.7,33.7287
774,8/24/18 14:00,33686,54525.5,28.12,51346.7,33.7287
775,8/24/18 14:15,33686,54525.5,28.12,51346.7,33.7287
776,8/24/18 14:30,33686,54525.5,28.13,51337,33.7216
777,8/24/18 14:45,33686,54525.5,28.12,51346.7,33.7287
778,8/24/18 15:00,33686,54525.5,28.13,51337,33.7216
779,8/24/18 15:15,33686,54525.5,28.12,51346.7,33.7287
780,8/24/18 15:30,33686,54525.5,28.12,51346.7,33.7287
781,8/24/18 15:45,33686,54525.5,28.12,51346.7,33.7287
782,8/24/18 16:00,33686,54525.5,28.1,51366,33.743
783,8/24/18 16:15,33686,54525.5,28.1,51366,33.743
784,8/24/18 16:30,33686,54525.5,28.12,51346.7,33.7287
785,8/24/18 16:45,33686,54525.5,28.1,51366,33.743
786,8/24/18 17:00,33686,54525.5,28.09,51375.7,33.7502
787,8/24/18 17:15,33686,54525.5,27.99,51472.8,33.8218
788,8/24/18 17:30,33686,54525.5,27.96,51502,33.8433
789,8/24/18 17:45,33686,54525.5,27.94,51521.4,33.8577
790,8/24/18 18:00,33686,54525.5,27.94,51521.4,33.8577
791,8/24/18 18:15,33686,54525.5,27.93,51531.2,33.8649
792,8/24/18 18:30,33686,54525.5,27.93,51531.2,33.8649
793,8/24/18 18:45,33686,54525.5,27.93,51531.2,33.8649
794,8/24/18 19:00,33686,54525.5,27.93,51531.2,33.8649
795,8/24/18 19:15,33686,54525.5,27.94,51521.4,33.8577
796,8/24/18 19:30,33686,54525.5,27.94,51521.4,33.8577
797,8/24/18 19:45,33686,54525.5,27.94,51521.4,33.8577
798,8/24/18 20:00,33686,54525.5,27.94,51521.4,33.8577
799,8/24/18 20:15,33686,54525.5,27.94,51521.4,33.8577
800,8/24/18 20:30,33686,54525.5,27.96,51502,33.8433
801,8/24/18 20:45,33686,54525.5,27.96,51502,33.8433
802,8/24/18 21:00,33686,54525.5,27.96,51502,33.8433
803,8/24/18 21:15,33686,54525.5,27.96,51502,33.8433
804,8/24/18 21:30,33686,54525.5,27.97,51492.2,33.8361
805,8/24/18 21:45,33686,54525.5,27.99,51472.8,33.8218
806,8/24/18 22:00,33686,54525.5,27.99,51472.8,33.8218
807,8/24/18 22:15,33686,54525.5,27.99,51472.8,33.8218
808,8/24/18 22:30,33686,54525.5,28,51463.1,33.8146
809,8/24/18 22:45,33686,54525.5,28,51463.1,33.8146
810,8/24/18 23:00,33686,54525.5,27.99,51472.8,33.8218
811,8/24/18 23:15,33686,54525.5,27.99,51472.8,33.8218
812,8/24/18 23:30,33686,54525.5,28.05,51414.5,33.7788
813,8/24/18 23:45,33686,54525.5,28.09,51375.7,33.7502
814,8/25/18 0:00,33686,54525.5,28.1,51366,33.743
815,8/25/18 0:15,33686,54525.5,28.1,51366,33.743
816,8/25/18 0:30,33686,54525.5,28.12,51346.7,33.7287
817,8/25/18 0:45,33686,54525.5,28.13,51337,33.7216
818,8/25/18 1:00,33686,54525.5,28.15,51317.6,33.7073
819,8/25/18 1:15,33686,54525.5,28.15,51317.6,33.7073
820,8/25/18 1:30,33686,54525.5,28.16,51308,33.7002
821,8/25/18 1:45,33686,54525.5,28.16,51308,33.7002
822,8/25/18 2:00,33686,54525.5,28.18,51288.6,33.6859
823,8/25/18 2:15,33686,54525.5,28.18,51288.6,33.6859
824,8/25/18 2:30,33686,54525.5,28.18,51288.6,33.6859
825,8/25/18 2:45,33686,54525.5,28.18,51288.6,33.6859
826,8/25/18 3:00,33686,54525.5,28.18,51288.6,33.6859
827,8/25/18 3:15,33686,54525.5,28.1,51366,33.743
828,8/25/18 3:30,33686,54525.5,28.02,51443.6,33.8003
